id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1385097965061099520,1284692373625348097,2021-04-22 10:37:43 IST,2021-04-22,10:37:43,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,@TESLAcharts @nikolatrevor @CathieDWood 😂😂😂😂,und,[],[],[],0,0,0,[],[],https://twitter.com/qrivera55/status/1385097965061099520,False,,0,,,,,,,,"[{'screen_name': 'TESLAcharts', 'name': 'TC, Master of Chart', 'id': '962805945020702722'}, {'screen_name': 'nikolatrevor', 'name': 'Trevor Milton', 'id': '1370805675010314241'}, {'screen_name': 'CathieDWood', 'name': 'Cathie Wood', 'id': '2361631088'}]",,,,
1370897065258090503,1370897065258090503,2021-03-14 06:08:25 IST,2021-03-14,06:08:25,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,Classics never die Fam 🔥. ‘Wet Your Beak’ Hoodie is still rolling @theallinpod @Jason @chamath @DavidSacks @friedberg    https://t.co/4rWCw8gz7Z,en,"[{'screen_name': 'theallinpod', 'name': 'the all-in podcast 💧🐦', 'id': '1234260054368342016'}, {'screen_name': 'jason', 'name': 'jason@calacanis.com', 'id': '3840'}, {'screen_name': 'chamath', 'name': 'chamath palihapitiya', 'id': '3291691'}, {'screen_name': 'davidsacks', 'name': 'david sacks', 'id': '1137701'}, {'screen_name': 'friedberg', 'name': 'david friedberg', 'id': '16359535'}]",['https://www.bestiesapparel.com/collections/frontpage/products/wet-your-beak-hoodie'],[],0,0,2,[],[],https://twitter.com/qrivera55/status/1370897065258090503,False,,0,,,,,,,,[],,,,
1368768982707171329,1366955963157127168,2021-03-08 09:12:10 IST,2021-03-08,09:12:10,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,@preshdkumar Well done my dude!!,en,[],[],[],1,0,1,[],[],https://twitter.com/qrivera55/status/1368768982707171329,False,,0,,,,,,,,"[{'screen_name': 'preshdkumar', 'name': 'presh', 'id': '2949729567'}]",,,,
1368608444001882114,1368468279585427458,2021-03-07 22:34:15 IST,2021-03-07,22:34:15,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,@Jason @Jason 😂😂   https://t.co/ZPnQ7bKZYd,und,[],['https://www.bestiesapparel.com/products/weight-bet'],[],0,0,0,[],[],https://twitter.com/qrivera55/status/1368608444001882114,False,,0,,,,,,,,"[{'screen_name': 'Jason', 'name': 'jason@calacanis.com', 'id': '3840'}]",,,,
1368434902618632195,1366955963157127168,2021-03-07 11:04:39 IST,2021-03-07,11:04:39,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,@preshdkumar Killer 🔥🤘🏼,da,[],[],[],1,0,1,[],[],https://twitter.com/qrivera55/status/1368434902618632195,False,,0,,,,,,,,"[{'screen_name': 'preshdkumar', 'name': 'presh', 'id': '2949729567'}]",,,,
1365545974723092481,1357913851468017665,2021-02-27 11:45:05 IST,2021-02-27,11:45:05,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,@Jason @chamath @DavidSacks @friedberg @nickcalacanis @preshdkumar @theallinpod Hahahaha @Jason grateful for the opportunity! Let’s link up sometime 🙌🏼🙌🏼.,en,"[{'screen_name': 'jason', 'name': 'jason@calacanis.com', 'id': '3840'}]",[],[],0,0,2,[],[],https://twitter.com/qrivera55/status/1365545974723092481,False,,0,,,,,,,,"[{'screen_name': 'Jason', 'name': 'jason@calacanis.com', 'id': '3840'}, {'screen_name': 'chamath', 'name': 'Chamath Palihapitiya', 'id': '3291691'}, {'screen_name': 'DavidSacks', 'name': 'David Sacks', 'id': '1137701'}, {'screen_name': 'friedberg', 'name': 'david friedberg', 'id': '16359535'}, {'screen_name': 'nickcalacanis', 'name': 'knick', 'id': '1104080555484897283'}, {'screen_name': 'preshdkumar', 'name': 'presh', 'id': '2949729567'}, {'screen_name': 'theallinpod', 'name': 'The All-In Podcast 💧🐦', 'id': '1234260054368342016'}]",,,,
1363605161533341696,1363605161533341696,2021-02-22 03:12:59 IST,2021-02-22,03:12:59,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,Lets be real... FRIENDS ain't got nothin on the BESTIES. B-E-S-T-I-E-S line is rollin. Don't miss it. @theallinpod @Jason @chamath @DavidSacks @friedberg   🎧: @Yung_Spielburg  https://t.co/ypohBFqIEN,en,"[{'screen_name': 'theallinpod', 'name': 'the all-in podcast 💧🐦', 'id': '1234260054368342016'}, {'screen_name': 'jason', 'name': 'jason@calacanis.com', 'id': '3840'}, {'screen_name': 'chamath', 'name': 'chamath palihapitiya', 'id': '3291691'}, {'screen_name': 'davidsacks', 'name': 'david sacks', 'id': '1137701'}, {'screen_name': 'friedberg', 'name': 'david friedberg', 'id': '16359535'}, {'screen_name': 'yung_spielburg', 'name': 'yung spielburg', 'id': '887732803848216577'}]",[],[],0,2,2,[],[],https://twitter.com/qrivera55/status/1363605161533341696,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1363604527404830722/pu/img/RyDxQKDlILUiTj_z.jpg,,,,,,,[],,,,
1362509748742983680,1362509748742983680,2021-02-19 02:40:12 IST,2021-02-19,02:40:12,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,@theallinpod @Jason @friedberg @DavidSacks @chamath what is a tee/logo that y’all would like to see?!,en,"[{'screen_name': 'jason', 'name': 'jason@calacanis.com', 'id': '3840'}, {'screen_name': 'friedberg', 'name': 'david friedberg', 'id': '16359535'}, {'screen_name': 'davidsacks', 'name': 'david sacks', 'id': '1137701'}, {'screen_name': 'chamath', 'name': 'chamath palihapitiya', 'id': '3291691'}]",[],[],0,0,0,[],[],https://twitter.com/qrivera55/status/1362509748742983680,False,,0,,,,,,,,[],,,,
1362472278487756800,1362472278487756800,2021-02-19 00:11:19 IST,2021-02-19,00:11:19,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,@preshdkumar is rocking that papa lid! Cop yours at the link below 🔥 @theallinpod    https://t.co/t50mr2ZGdc,en,"[{'screen_name': 'theallinpod', 'name': 'the all-in podcast 💧🐦', 'id': '1234260054368342016'}]",['https://www.bestiesapparel.com/products/the-papa-lid'],[],0,0,2,[],[],https://twitter.com/qrivera55/status/1362472278487756800,False,https://twitter.com/preshdkumar/status/1362258614275108865,0,,,,,,,,[],,,,
1362381395193073665,1362258614275108865,2021-02-18 18:10:11 IST,2021-02-18,18:10:11,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,@preshdkumar @theallinpod @fast @Jason let me know where I can send one if you’d like my man 🙌🏼,en,[],[],[],0,0,0,[],[],https://twitter.com/qrivera55/status/1362381395193073665,False,,0,,,,,,,,"[{'screen_name': 'preshdkumar', 'name': 'presh', 'id': '2949729567'}, {'screen_name': 'theallinpod', 'name': 'The All-In Podcast 💧🐦', 'id': '1234260054368342016'}, {'screen_name': 'fast', 'name': 'Fast', 'id': '1051754132699115520'}]",,,,
1362377907239223297,1362258614275108865,2021-02-18 17:56:19 IST,2021-02-18,17:56:19,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,@_skryl_ @preshdkumar @theallinpod @fast Lots over at  https://t.co/OGxwYXl6oF 🙌🏼,en,[],['https://www.bestiesapparel.com/collections/all'],[],0,0,1,[],[],https://twitter.com/qrivera55/status/1362377907239223297,False,,0,,,,,,,,"[{'screen_name': '_skryl_', 'name': 'skryl', 'id': '18997314'}, {'screen_name': 'preshdkumar', 'name': 'presh', 'id': '2949729567'}, {'screen_name': 'theallinpod', 'name': 'The All-In Podcast 💧🐦', 'id': '1234260054368342016'}, {'screen_name': 'fast', 'name': 'Fast', 'id': '1051754132699115520'}]",,,,
1362377704826281987,1362258614275108865,2021-02-18 17:55:31 IST,2021-02-18,17:55:31,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,@preshdkumar @theallinpod @fast Let’s go!! Appreciate you my friend!,en,[],[],[],0,0,0,[],[],https://twitter.com/qrivera55/status/1362377704826281987,False,,0,,,,,,,,"[{'screen_name': 'preshdkumar', 'name': 'presh', 'id': '2949729567'}, {'screen_name': 'theallinpod', 'name': 'The All-In Podcast 💧🐦', 'id': '1234260054368342016'}, {'screen_name': 'fast', 'name': 'Fast', 'id': '1051754132699115520'}]",,,,
1361786344620523521,1361786344620523521,2021-02-17 02:45:39 IST,2021-02-17,02:45:39,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,BESTIES Hoodies are rolling! Cop yours at the link below 🤘🏼.   @theallinpod @Jason @chamath @friedberg @DavidSacks    https://t.co/JSckEPGgFG,en,"[{'screen_name': 'theallinpod', 'name': 'the all-in podcast 💧🐦', 'id': '1234260054368342016'}, {'screen_name': 'jason', 'name': 'jason@calacanis.com', 'id': '3840'}, {'screen_name': 'chamath', 'name': 'chamath palihapitiya', 'id': '3291691'}, {'screen_name': 'friedberg', 'name': 'david friedberg', 'id': '16359535'}, {'screen_name': 'davidsacks', 'name': 'david sacks', 'id': '1137701'}]",['https://www.bestiesapparel.com/products/unisex-hoodie'],[],0,0,0,[],[],https://twitter.com/qrivera55/status/1361786344620523521,False,,0,,,,,,,,[],,,,
1361133535654858752,1361059803645140994,2021-02-15 07:31:38 IST,2021-02-15,07:31:38,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,@chamath @NathalieDompe Tricep 💪🏼,en,[],[],[],0,0,0,[],[],https://twitter.com/qrivera55/status/1361133535654858752,False,,0,,,,,,,,"[{'screen_name': 'chamath', 'name': 'Chamath Palihapitiya', 'id': '3291691'}, {'screen_name': 'NathalieDompe', 'name': 'Nathalie', 'id': '1355560235205713924'}]",,,,
1360794793522044928,1360794793522044928,2021-02-14 09:05:35 IST,2021-02-14,09:05:35,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,B-E-S-T-I-E-S Collection is live! Limited edition. Will be pulled from the website shortly 🙌🏻  @theallinpod @Jason @chamath @DavidSacks @friedberg @preshdkumar @nickcalacanis   Music by the great: @Yung_Spielburg    https://t.co/OGxwYXl6oF  https://t.co/8wKLaeUZEf,en,"[{'screen_name': 'theallinpod', 'name': 'the all-in podcast 💧🐦', 'id': '1234260054368342016'}, {'screen_name': 'jason', 'name': 'jason@calacanis.com', 'id': '3840'}, {'screen_name': 'chamath', 'name': 'chamath palihapitiya', 'id': '3291691'}, {'screen_name': 'davidsacks', 'name': 'david sacks', 'id': '1137701'}, {'screen_name': 'friedberg', 'name': 'david friedberg', 'id': '16359535'}, {'screen_name': 'preshdkumar', 'name': 'presh', 'id': '2949729567'}, {'screen_name': 'nickcalacanis', 'name': 'knick', 'id': '1104080555484897283'}, {'screen_name': 'yung_spielburg', 'name': 'yung spielburg', 'id': '887732803848216577'}]",['https://www.bestiesapparel.com/collections/all'],[],0,0,4,[],[],https://twitter.com/qrivera55/status/1360794793522044928,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1360793197555838978/pu/img/bJGF6ZI0nBWsBH6z.jpg,,,,,,,[],,,,
1360301740973723649,1360301740973723649,2021-02-13 00:26:22 IST,2021-02-13,00:26:22,+0530,1341115399509667840,qrivera55,BESTIES APPAREL | The All-In Podcast,,Most viewed product this week on  https://t.co/seqA2JpYQM : The SPAC-MAN tee 🎉 🎊 📈 @theallinpod @chamath    https://t.co/APYVEmyhpC  https://t.co/jBU2h4O8BQ,en,"[{'screen_name': 'theallinpod', 'name': 'the all-in podcast 💧🐦', 'id': '1234260054368342016'}, {'screen_name': 'chamath', 'name': 'chamath palihapitiya', 'id': '3291691'}]","['http://bestiesapparel.com', 'https://www.bestiesapparel.com/products/spac-man']",['https://pbs.twimg.com/media/EuDDOChUcAANFqX.jpg'],0,0,1,[],[],https://twitter.com/qrivera55/status/1360301740973723649,False,,1,https://pbs.twimg.com/media/EuDDOChUcAANFqX.jpg,,,,,,,[],,,,
