id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Sentiments,Emotions
1.0592E+18,1.0592E+18,2018-11-05 03:31:33 IST,05-11-2018,03:31:33,530,414972213,autoharvest,AutoHarvest,, https://t.co/dpJkj2Unzz  https://t.co/Be9gJsosXI,und,[],"['https://lnkd.in/ea8tVCy', 'https://lnkd.in/eN3tga6']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1059204025210544129,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.0592E+18,1.0592E+18,2018-11-05 03:27:51 IST,05-11-2018,03:27:51,530,414972213,autoharvest,AutoHarvest,, https://t.co/PD4JNLH53u  https://t.co/y7e3qUs1Vh,und,[],"['https://lnkd.in/edfXR4Q', 'https://lnkd.in/eKz2-Y8']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1059203094809141248,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.0592E+18,1.0592E+18,2018-11-05 03:27:09 IST,05-11-2018,03:27:09,530,414972213,autoharvest,AutoHarvest,, https://t.co/wYhJV5ZZx0  https://t.co/axWtF4MiPB,und,[],"['https://lnkd.in/ebYFaSa', 'https://lnkd.in/eWW7aTu']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1059202917910171649,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.0592E+18,1.0592E+18,2018-11-05 03:26:19 IST,05-11-2018,03:26:19,530,414972213,autoharvest,AutoHarvest,, https://t.co/BYav8OMpct  https://t.co/aCnOboGv35,und,[],"['https://lnkd.in/e_NYniu', 'https://lnkd.in/e8ESTgf']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1059202709486792710,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.0592E+18,1.0592E+18,2018-11-05 03:20:27 IST,05-11-2018,03:20:27,530,414972213,autoharvest,AutoHarvest,, https://t.co/qFglrvPQoZ  https://t.co/H5gp0TkwHa,und,[],"['https://lnkd.in/eN5i4bK', 'https://lnkd.in/eJVpivh']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1059201232701702150,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05896E+18,1.05896E+18,2018-11-04 11:20:02 IST,04-11-2018,11:20:02,530,414972213,autoharvest,AutoHarvest,, https://t.co/5XwBYoeVYA  https://t.co/hoZvbvCdqI,und,[],"['https://lnkd.in/ePMnrxq', 'https://lnkd.in/e2K2VGy']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1058959534109143042,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05896E+18,1.05896E+18,2018-11-04 11:17:01 IST,04-11-2018,11:17:01,530,414972213,autoharvest,AutoHarvest,,"Applebee's is betting on stress eaters, and it's paying off  https://t.co/7rdxJFWpgs",en,[],['https://lnkd.in/egKSYjX'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1058958778492690432,FALSE,,0,,,,,,,,[],,,,,Negative,Fear
1.05849E+18,1.05849E+18,2018-11-03 04:28:30 IST,03-11-2018,04:28:30,530,414972213,autoharvest,AutoHarvest,, https://t.co/OTpgvRiDHs  https://t.co/VFM0PP6MTA,und,[],"['https://lnkd.in/eH9yJG3', 'https://lnkd.in/ehtHXz9']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1058493580837376002,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05805E+18,1.05805E+18,2018-11-01 22:54:18 IST,01-11-2018,22:54:18,530,414972213,autoharvest,AutoHarvest,,"A Mandarin Duck Mysteriously Appears in Central Park, to Birders’ Delight  https://t.co/bCH3dvUZK8",en,[],['https://nyti.ms/2yGYPOm'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1058047091044425728,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
1.0577E+18,1.0577E+18,2018-11-01 00:09:27 IST,01-11-2018,00:09:27,530,414972213,autoharvest,AutoHarvest,,Energy Industry Review: Europe’s largest floating solar system to be powered by 17MW of PV modules.  https://t.co/9dtsMUHwf2,en,[],['https://lnkd.in/eijBjMA'],[],0,1,1,[],[],https://twitter.com/AutoHarvest/status/1057703614951682049,FALSE,,0,,,,,,,,[],,,,,Neutral,Hope
1.05768E+18,1.05768E+18,2018-10-31 22:50:35 IST,31-10-2018,22:50:35,530,414972213,autoharvest,AutoHarvest,,TechCrunch: Starship is using self-driving robots to deliver packages on demand.  https://t.co/IPmB3gOdZu,en,[],['https://lnkd.in/etZ_zek'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1057683765106012160,FALSE,,0,,,,,,,,[],,,,,Neutral,NA
1.05703E+18,1.05703E+18,2018-10-30 03:22:44 IST,30-10-2018,03:22:44,530,414972213,autoharvest,AutoHarvest,, https://t.co/TI4ucWZMFb  https://t.co/eHevnTge0K,und,[],"['https://lnkd.in/e2vigVy', 'https://lnkd.in/eeD7NnD']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1057027479695712258,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05703E+18,1.05703E+18,2018-10-30 03:19:48 IST,30-10-2018,03:19:48,530,414972213,autoharvest,AutoHarvest,, https://t.co/edUd3YCvhu,und,[],['https://lnkd.in/e6E-mQj'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1057026741171040261,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05691E+18,1.05691E+18,2018-10-29 19:47:31 IST,29-10-2018,19:47:31,530,414972213,autoharvest,AutoHarvest,,"Today having reached 26,000 LinkedIn Connections, I ask all those friends to take a minute to contemplate a peaceful world and send their good karma to my special friend Pat K in Colorado, a great innovator and entrepreneur, who is battling pervasive canc… https://t.co/VIhlrlmCnM",en,[],['https://lnkd.in/gcgn7Ui'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1056912919747747840,FALSE,,0,,,,,,,,[],,,,,Positive,Hope
1.0569E+18,1.0569E+18,2018-10-29 19:15:53 IST,29-10-2018,19:15:53,530,414972213,autoharvest,AutoHarvest,,"Teslarati: Electric vehicles will be allowed to drive at higher speed limits than gas cars, says Austrian government.  https://t.co/X7xE9AafWw",en,[],['https://lnkd.in/e6bN5Kq'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1056904960611368960,FALSE,,0,,,,,,,,[],,,,,Positive,Hope
1.0569E+18,1.0569E+18,2018-10-29 19:12:41 IST,29-10-2018,19:12:41,530,414972213,autoharvest,AutoHarvest,,Reuters: Many U.S. firms in China eyeing relocation as trade war bites: survey.  https://t.co/8ySQxsgwFk,en,[],['https://lnkd.in/eTXEAg2'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1056904154143178753,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic
1.05666E+18,1.05666E+18,2018-10-29 03:17:52 IST,29-10-2018,03:17:52,530,414972213,autoharvest,AutoHarvest,, https://t.co/eisvUYA1tV  https://t.co/d7AUI9WjBE,und,[],"['https://lnkd.in/eArspxK', 'https://lnkd.in/eZ3Y2QB']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1056663868859129863,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05666E+18,1.05666E+18,2018-10-29 02:58:54 IST,29-10-2018,02:58:54,530,414972213,autoharvest,AutoHarvest,, https://t.co/QcIcYSIHzc  https://t.co/VyWwQVzc1m,und,[],"['https://lnkd.in/e5cq6qe', 'https://lnkd.in/erCf-n5']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1056659094445137922,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05638E+18,1.05638E+18,2018-10-28 08:23:03 IST,28-10-2018,08:23:03,530,414972213,autoharvest,AutoHarvest,, https://t.co/D685VwZin1  https://t.co/YDyEQJW5KS,und,[],"['https://lnkd.in/eZn3gSm', 'https://lnkd.in/eeTs_7j']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1056378281572884481,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05638E+18,1.05638E+18,2018-10-28 08:19:48 IST,28-10-2018,08:19:48,530,414972213,autoharvest,AutoHarvest,, https://t.co/QNM6lc6Tiw  https://t.co/yPjDpoRCO2,und,[],"['https://lnkd.in/eKpg34R', 'https://lnkd.in/eNcZP7c']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1056377463964647424,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05638E+18,1.05638E+18,2018-10-28 08:18:55 IST,28-10-2018,08:18:55,530,414972213,autoharvest,AutoHarvest,, https://t.co/rqGqOgCJ3d  https://t.co/w82bel7rOy,und,[],"['https://lnkd.in/enRtKA6', 'https://lnkd.in/ea-87_j']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1056377241121316864,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05626E+18,1.05626E+18,2018-10-28 00:38:33 IST,28-10-2018,00:38:33,530,414972213,autoharvest,AutoHarvest,, https://t.co/l5CWbJPoL0  https://t.co/Wlefq6mBkz,und,[],"['https://lnkd.in/eDSp3ff', 'https://lnkd.in/eJJFuh7']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1056261388111360001,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05563E+18,1.05563E+18,2018-10-26 06:57:52 IST,26-10-2018,06:57:52,530,414972213,autoharvest,AutoHarvest,,South China Morning Post: China 'has world's strongest fibre that can haul a space elevator'.  https://t.co/jaNPAKINgV,en,[],['https://lnkd.in/eCudbE4'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1055632070284898304,FALSE,,0,,,,,,,,[],,,,,Positive,NA
1.05547E+18,1.05547E+18,2018-10-25 20:00:57 IST,25-10-2018,20:00:57,530,414972213,autoharvest,AutoHarvest,,Wow! All this because Oslos smoggy and crowded: there are microneighborhoods that are much much worse around world that do little to reverse pollution-- maybe Oslo is just Enlightened  https://t.co/r1ab3g6KT5,en,[],['https://lnkd.in/eJhkXpw'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1055466749850726402,FALSE,,0,,,,,,,,[],,,,,Negative,Panic
1.05514E+18,1.05514E+18,2018-10-24 22:36:50 IST,24-10-2018,22:36:50,530,414972213,autoharvest,AutoHarvest,, https://t.co/WrUBFZ8ZhP  https://t.co/BjniWA7gKa,und,[],"['https://lnkd.in/eZrZdQx', 'https://lnkd.in/eBVW2x2']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1055143591201386496,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05455E+18,1.05455E+18,2018-10-23 07:11:15 IST,23-10-2018,07:11:15,530,414972213,autoharvest,AutoHarvest,,I saw this on the BBC and thought you should see it:  World's longest sea crossing: Hong Kong-Zhuhai bridge set to open -  https://t.co/kyhTJS6y3L,en,[],['https://lnkd.in/exYj74s'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1054548271337623552,FALSE,,0,,,,,,,,[],,,,,Positive,Hope
1.05454E+18,1.05454E+18,2018-10-23 06:54:36 IST,23-10-2018,06:54:36,530,414972213,autoharvest,AutoHarvest,,3 million common procedures in England could become 'life threatening' without antibiotics  https://t.co/BKHdJh42Nw,en,[],['https://lnkd.in/eb7cXRZ'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1054544082884804608,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear
1.05419E+18,1.05419E+18,2018-10-22 07:19:27 IST,22-10-2018,07:19:27,530,414972213,autoharvest,AutoHarvest,,The Verge: Electric scooters are inspiring lazy people to get creative.  https://t.co/7lX37eYs0m,en,[],['https://lnkd.in/eM3HHsW'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1054187947598270464,FALSE,,0,,,,,,,,[],,,,,Positive,Relief
1.05418E+18,1.05418E+18,2018-10-22 07:07:37 IST,22-10-2018,07:07:37,530,414972213,autoharvest,AutoHarvest,, https://t.co/Li99eJpxed  https://t.co/3Kiz6CsfwE,und,[],"['https://lnkd.in/eVXQz9d', 'https://lnkd.in/eRnVv9d']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1054184970997121029,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05348E+18,1.05348E+18,2018-10-20 08:07:15 IST,20-10-2018,08:07:15,530,414972213,autoharvest,AutoHarvest,, https://t.co/ksnNRSUWFE  https://t.co/sglC7I3KeK,und,[],"['https://lnkd.in/ej9cAcW', 'https://lnkd.in/e8XJ2NQ']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1053475203894927365,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05346E+18,1.05346E+18,2018-10-20 07:21:49 IST,20-10-2018,07:21:49,530,414972213,autoharvest,AutoHarvest,, https://t.co/48w85fDXtG  https://t.co/YlGU0InM5t,und,[],"['https://lnkd.in/ei5pjcq', 'https://lnkd.in/e3jsv75']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1053463768833888258,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05261E+18,1.05261E+18,2018-10-17 22:51:43 IST,17-10-2018,22:51:43,530,414972213,autoharvest,AutoHarvest,,Most burger chains fail on annual antibiotics report card  https://t.co/nSwFSAkoQi,en,[],['https://lnkd.in/eKJ8TTm'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1052610622599389185,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear
1.05223E+18,1.05223E+18,2018-10-16 21:54:17 IST,16-10-2018,21:54:17,530,414972213,autoharvest,AutoHarvest,,"The Japanese Man Who Saved 6,000 Jews With His Handwriting  https://t.co/4zAWoolyos",en,[],['https://nyti.ms/2QRssmv'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1052233778708471808,FALSE,,0,,,,,,,,[],,,,,Positive,Relief
1.0522E+18,1.0522E+18,2018-10-16 19:53:27 IST,16-10-2018,19:53:27,530,414972213,autoharvest,AutoHarvest,,"Detroit Free Press: Top Ford exec wants automaker to be like Apple, Marriott.  https://t.co/acwXALtfRf",en,[],['https://lnkd.in/gJVam-f'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1052203373036896257,FALSE,,0,,,,,,,,[],,,,,Neutral,Relief
1.05125E+18,1.05125E+18,2018-10-14 04:32:54 IST,14-10-2018,04:32:54,530,414972213,autoharvest,AutoHarvest,, https://t.co/SD3bnfwQat  https://t.co/RYhG3jqugo,und,[],"['https://lnkd.in/eZu2Xvu', 'http://austin.culturemap.com/news/city-life/10-11-18-university-of-texas-dominates-worlds-most-innovative-ranking-reuters-top-100/']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1051246931081596928,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05125E+18,1.05125E+18,2018-10-14 04:32:04 IST,14-10-2018,04:32:04,530,414972213,autoharvest,AutoHarvest,, https://t.co/w5OanPdSHh  https://t.co/HO1qDtekNm,und,[],"['https://lnkd.in/eECt69Z', 'https://lnkd.in/eGZaG7g']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1051246723320999936,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.05125E+18,1.05125E+18,2018-10-14 04:30:58 IST,14-10-2018,04:30:58,530,414972213,autoharvest,AutoHarvest,, https://t.co/76H3x0tNpW  https://t.co/XJYIeJHrQv,und,[],"['https://lnkd.in/eTyvqfp', 'https://lnkd.in/e_VF9x8']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1051246445209313281,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04997E+18,1.04997E+18,2018-10-10 15:41:17 IST,10-10-2018,15:41:17,530,414972213,autoharvest,AutoHarvest,,We Could All Use a Little Snail Mail Right Now  https://t.co/clbNYbAFXK,en,[],['https://nyti.ms/2E54XVy'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1049965586913079296,FALSE,,0,,,,,,,,[],,,,,Positive,Hope
1.04974E+18,1.04974E+18,2018-10-10 00:29:22 IST,10-10-2018,00:29:22,530,414972213,autoharvest,AutoHarvest,,CNBC: CNBC unveils its annual list of 100 promising start-ups to watch.  https://t.co/2ygYxRr5PK,en,[],['https://lnkd.in/dvVJjvi'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1049736091899756546,FALSE,,0,,,,,,,,[],,,,,Positive,Relief
1.04967E+18,1.04967E+18,2018-10-09 20:15:30 IST,09-10-2018,20:15:30,530,414972213,autoharvest,AutoHarvest,,"The trade war will hit US and Chinese growth next year, the IMF warns  https://t.co/WhC74H2drM",en,[],['https://lnkd.in/esPRGw7'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1049672206639357958,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic
1.04953E+18,1.04953E+18,2018-10-09 10:53:29 IST,09-10-2018,10:53:29,530,414972213,autoharvest,AutoHarvest,, https://t.co/lTZewmzwkR  https://t.co/lOTn1jAEGL,und,[],"['https://lnkd.in/eNRyp8E', 'https://lnkd.in/e6EUHy6']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1049530769113325569,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04953E+18,1.04953E+18,2018-10-09 10:46:21 IST,09-10-2018,10:46:21,530,414972213,autoharvest,AutoHarvest,, https://t.co/hnsV6sAFlc  https://t.co/tDHyvOLBEN,und,[],"['https://lnkd.in/eVcfVxj', 'https://lnkd.in/enWJd_s']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1049528976564207616,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04911E+18,1.04911E+18,2018-10-08 06:52:51 IST,08-10-2018,06:52:51,530,414972213,autoharvest,AutoHarvest,,"The world has barely 10 years to get climate change under control, U.N. scientists say  https://t.co/by3lUAQmje",en,[],['https://lnkd.in/e5b9f_Q'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1049107824536707072,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear
1.04907E+18,1.04907E+18,2018-10-08 04:20:55 IST,08-10-2018,04:20:55,530,414972213,autoharvest,AutoHarvest,, https://t.co/ALVsmurRE3  https://t.co/N4UDgTlx0Z,und,[],"['https://lnkd.in/eU42TuH', 'https://lnkd.in/etCQrBE']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1049069587223011328,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04907E+18,1.04907E+18,2018-10-08 04:05:04 IST,08-10-2018,04:05:04,530,414972213,autoharvest,AutoHarvest,, https://t.co/fKZ8J2y5ow  https://t.co/Jnuu1uZ34X,und,[],"['https://lnkd.in/eCxJXsm', 'https://lnkd.in/eRQWADD']",[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1049065599207399429,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04893E+18,1.04893E+18,2018-10-07 18:50:44 IST,07-10-2018,18:50:44,530,414972213,autoharvest,AutoHarvest,,"CNBC: A new kind of auto insurance technology can lead to lower premiums, but it tracks your every move.  https://t.co/3WQU2x90DE",en,[],['https://lnkd.in/ejMDGgF'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1048926096358563840,FALSE,,0,,,,,,,,[],,,,,Neutral,Optimisn
1.04854E+18,1.04854E+18,2018-10-06 17:06:12 IST,06-10-2018,17:06:12,530,414972213,autoharvest,AutoHarvest,, https://t.co/IUDqyY2mM9  https://t.co/9kChpMiJsj,und,[],"['https://lnkd.in/eMmFvh3', 'https://lnkd.in/eJhDXRR']",[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1048537404699754497,FALSE,,0,,,,,,,,[],,,,,NA,NA
1.04853E+18,1.04853E+18,2018-10-06 16:42:23 IST,06-10-2018,16:42:23,530,414972213,autoharvest,AutoHarvest,,TechCrunch: Study says the US is quickly losing its entrepreneurial edge.  https://t.co/CRLmbn5sCQ,en,[],['https://lnkd.in/ee6Xaqb'],[],0,0,1,[],[],https://twitter.com/AutoHarvest/status/1048531410213068800,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear
1.04823E+18,1.04823E+18,2018-10-05 20:32:50 IST,05-10-2018,20:32:50,530,414972213,autoharvest,AutoHarvest,,The details in this tiny home will surprise you  https://t.co/WQLJ0mygen,en,[],['https://lnkd.in/dNacGEj'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1048227016821104641,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
1.04774E+18,1.04774E+18,2018-10-04 12:24:44 IST,04-10-2018,12:24:44,530,414972213,autoharvest,AutoHarvest,,Private Businesses Built Modern China. Now the Government Is Pushing Back.  https://t.co/14eGsknMvP,en,[],['https://nyti.ms/2NZycO9'],[],0,0,0,[],[],https://twitter.com/AutoHarvest/status/1047741794501492736,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear
