id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Sentiments,Emotions
9.98464E+17,9.98464E+17,2018-05-21 12:53:15 IST,21-05-2018,12:53:15,530,230882562,exioms,Exioms,,@Exioms is listed as #Top10 #Blockchain Solution provider in Asia. @APACCIOoutlook #ICOs  https://t.co/42xjQRywSr,en,"[{'screen_name': 'apacciooutlook', 'name': 'apac cio outlook', 'id': '716938926112419840'}]",['https://blockchain.apacciooutlook.com/vendor/exioms-advancing-future-of-business-with-blockchain-ready-solutions-cid-2991-mid-148.html'],[],0,0,1,"['top10', 'blockchain', 'icos']",[],https://twitter.com/Exioms/status/998464221515051009,FALSE,,0,,,,,,,,[],,,,,NA,NA
8.24366E+17,8.24366E+17,2017-01-26 02:48:25 IST,26-01-2017,02:48:25,530,230882562,exioms,Exioms,,Happy #RepublicDay  https://t.co/WAmwXhOJjj,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/C3C72xRWQAAefoY.jpg'],0,1,0,['republicday'],[],https://twitter.com/Exioms/status/824365835724722178,FALSE,,1,https://pbs.twimg.com/tweet_video_thumb/C3C72xRWQAAefoY.jpg,,,,,,,[],,,,,Positive,Excitement
8.12602E+17,8.12602E+17,2016-12-24 15:44:00 IST,24-12-2016,15:44:00,530,230882562,exioms,Exioms,,#Exioms wishes you #merrychristmas #ChristmasEveEve  https://t.co/6lY3hEEjlo,en,[],[],[],0,3,2,"['exioms', 'merrychristmas', 'christmaseveeve']",[],https://twitter.com/Exioms/status/812602215525294081,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/812598278743269376/pu/img/VJr1Eb2UZmLJQjqn.jpg,,,,,,,[],,,,,Positive,Excitement
8.12573E+17,8.12573E+17,2016-12-24 13:46:59 IST,24-12-2016,13:46:59,530,230882562,exioms,Exioms,,#Exioms Xmas/NY Joy Collections 2017 #ChristmasEveEve  #Christmas  https://t.co/GHI5SU0S1C,en,[],[],"['https://pbs.twimg.com/media/C0bWOVcWEAAEYR_.jpg', 'https://pbs.twimg.com/media/C0bWOVfW8AAr_HN.jpg', 'https://pbs.twimg.com/media/C0bWOVdWgAATbCC.jpg', 'https://pbs.twimg.com/media/C0bWOVkXAAAd-DU.jpg']",0,0,0,"['exioms', 'christmaseveeve', 'christmas']",[],https://twitter.com/Exioms/status/812572769149849600,FALSE,,1,https://pbs.twimg.com/media/C0bWOVcWEAAEYR_.jpg,,,,,,,[],,,,,Positive,Excitement
8.12573E+17,8.12573E+17,2016-12-24 13:46:49 IST,24-12-2016,13:46:49,530,230882562,exioms,Exioms,,#Exioms Xmas/NY Joy Collections 2017 #ChristmasEveEve  #Christmas,en,[],[],[],0,0,0,"['exioms', 'christmaseveeve', 'christmas']",[],https://twitter.com/Exioms/status/812572725529100288,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
8.01513E+17,8.01513E+17,2016-11-24 01:18:28 IST,24-11-2016,01:18:28,530,230882562,exioms,Exioms,,"Thanksgiving Eve , #Happy Thanksgiving, Happy Thanksgiving from # @Exioms Team  https://t.co/bU558GM01t",en,"[{'screen_name': 'exioms', 'name': 'exioms', 'id': '230882562'}]",['https://www.youtube.com/watch?v=KstBdXz95xo'],[],0,0,3,['happy'],[],https://twitter.com/Exioms/status/801512760500621312,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
7.9265E+17,7.9265E+17,2016-10-30 14:19:16 IST,30-10-2016,14:19:16,530,230882562,exioms,Exioms,,"Wish you all a very Happy Diwali   #HappyDiwali  #दीपावली   ""Happy Deepawali""  https://t.co/UhWJkmGg8E",en,[],[],[],0,0,5,"['happydiwali', 'दीपावली']",[],https://twitter.com/Exioms/status/792649558224433152,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/792649275863867393/pu/img/c2SjjE2w6pqaaKfk.jpg,,,,,,,[],,,,,Positive,Excitement
6.91859E+17,6.91859E+17,2016-01-26 11:15:02 IST,26-01-2016,11:15:02,530,230882562,exioms,Exioms,,"Video we made @Exioms for #RepublicDay  earlier, but share the same enthusiasm &amp; evolution of technology in India.  https://t.co/WUAaTgqUPc",en,"[{'screen_name': 'exioms', 'name': 'exioms', 'id': '230882562'}]",['https://www.youtube.com/watch?v=vXY1UpgPTLM'],[],0,1,7,['republicday'],[],https://twitter.com/Exioms/status/691859368317427712,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
6.84001E+17,6.84001E+17,2016-01-04 18:47:48 IST,04-01-2016,18:47:48,530,230882562,exioms,Exioms,,Congratulations! Exioms is awarded &amp; listed as Top 20 Startups in India  https://t.co/ZO3lmoFXZ1  https://t.co/JYnWYVguZZ,en,[],['http://www.startupcity.com/magazine/december-2015-8'],['https://pbs.twimg.com/media/CX4PFJtUMAACTHd.jpg'],0,1,3,[],[],https://twitter.com/Exioms/status/684000777476571136,FALSE,,1,https://pbs.twimg.com/media/CX4PFJtUMAACTHd.jpg,,,,,,,[],,,,,Positive,Excitement
6.50695E+17,6.50695E+17,2015-10-04 21:01:48 IST,04-10-2015,21:01:48,530,230882562,exioms,Exioms,,Exioms is now among the Top 100 most promising startup and Tech companies in Asia (RedHerring)  http://t.co/6gOwr60Qbo,en,[],['http://www.redherring.com/events/red-herring-asia/2015-shortlist/'],[],0,1,6,[],[],https://twitter.com/Exioms/status/650694817937162240,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
4.5276E+17,4.5276E+17,2014-04-06 16:20:48 IST,06-04-2014,16:20:48,530,230882562,exioms,Exioms,,#Top25 Exioms is listed Top 25 Web Design and Development Companies,en,[],[],[],0,2,3,['top25'],[],https://twitter.com/Exioms/status/452760328015589376,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
2.47952E+17,2.47952E+17,2012-09-18 12:24:24 IST,18-09-2012,12:24:24,530,230882562,exioms,Exioms,,New WebPlus Demo for end client is ready just signup and enjoy 7 days Free Trial of WebPlus CMS,en,[],[],[],0,0,1,[],[],https://twitter.com/Exioms/status/247951692115619840,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
2.21223E+17,2.21223E+17,2012-07-06 18:15:44 IST,06-07-2012,18:15:44,530,230882562,exioms,Exioms,,Finally this weekend we are going to launch Exioms Website with new look based on Minimalist design.,en,[],[],[],0,0,0,[],[],https://twitter.com/Exioms/status/221223404408291328,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
2.21223E+17,2.21223E+17,2012-07-06 18:15:33 IST,06-07-2012,18:15:33,530,230882562,exioms,Exioms,,Exioms WebPlus has now 6 Reseller Member and growing.,en,[],[],[],0,0,0,[],[],https://twitter.com/Exioms/status/221223357226565633,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
1.91903E+16,1.91903E+16,2010-12-27 06:08:14 IST,27-12-2010,06:08:14,530,230882562,exioms,Exioms,,Exioms is about to change the style of Local search engine,en,[],[],[],0,1,1,[],[],https://twitter.com/Exioms/status/19190282364911616,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement
