id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,,,,,,,,,,Sentiment,Emotions
1.38431E+18,1.38431E+18,2021-04-20 06:14:43 IST,20-04-2021,06:14:43,530,1657077212,dashyszn,Brandon,,Appreciate everyone for the birthday wishes!! Let’s make 22 the best year yet ya feeeeeeeel 😎🥂,en,[],[],[],37,26,2167,[],[],https://twitter.com/DashySZN/status/1384307003598594048,FALSE,,0,,,,,,,,[],,,,,,,,,,,,,,Positive,Excitement
1.38431E+18,1.38431E+18,2021-04-20 06:13:47 IST,20-04-2021,06:13:47,530,1657077212,dashyszn,Brandon,,@PacmanJT we went over this bro.. CK in 7 😂 appreciate it my guy 🙏🏽,en,[],[],[],0,1,24,[],[],https://twitter.com/DashySZN/status/1384306766687526920,FALSE,,0,,,,,,,,"[{'screen_name': 'PacmanJT', 'name': 'Jonathan Tucker', 'id': '211308151'}]",,,,,,,,,,,,,,Positive,Excitement
1.38431E+18,1.38431E+18,2021-04-20 06:10:57 IST,20-04-2021,06:10:57,530,1657077212,dashyszn,Brandon,,@Loony thank you goat appreciate it 🙏🏽🐐,en,[],[],[],0,1,106,[],[],https://twitter.com/DashySZN/status/1384306055765659649,FALSE,,0,,,,,,,,"[{'screen_name': 'Loony', 'name': 'Surge Loony', 'id': '335532964'}]",,,,,,,,,,,,,,Positive,Relief
1.38431E+18,1.38401E+18,2021-04-20 06:06:51 IST,20-04-2021,06:06:51,530,1657077212,dashyszn,Brandon,,@UAquaa ayeee good looks brotha uly🙏🏽,en,[],[],[],0,1,36,[],[],https://twitter.com/DashySZN/status/1384305025250304005,FALSE,,0,,,,,,,,"[{'screen_name': 'UAquaa', 'name': 'AquA', 'id': '323099683'}]",,,,,,,,,,,,,,Positive,Relief
1.3843E+18,1.38401E+18,2021-04-20 06:06:36 IST,20-04-2021,06:06:36,530,1657077212,dashyszn,Brandon,,@Trei my guy Len... appreciate you brotha 🙏🏽,en,[],[],[],0,1,46,[],[],https://twitter.com/DashySZN/status/1384304959068377095,FALSE,,0,,,,,,,,"[{'screen_name': 'Trei', 'name': 'Cartier', 'id': '1790486749'}]",,,,,,,,,,,,,,Neutral,NA
1.3843E+18,1.3843E+18,2021-04-20 06:05:04 IST,20-04-2021,06:05:04,530,1657077212,dashyszn,Brandon,,@scump holy shit you’ve been in you’re bag kiiiid,en,[],[],[],15,25,2722,[],[],https://twitter.com/DashySZN/status/1384304573536342021,FALSE,,0,,,,,,,,[],,,,,,,,,,,,,,Negative,Fear
1.38429E+18,1.38401E+18,2021-04-20 05:24:23 IST,20-04-2021,05:24:23,530,1657077212,dashyszn,Brandon,,@MJCheen thank you $cheen 🙏🏽,en,[],[],[],0,1,38,[],['cheen'],https://twitter.com/DashySZN/status/1384294336695717894,FALSE,,0,,,,,,,,"[{'screen_name': 'MJCheen', 'name': '🌑', 'id': '310165931'}]",,,,,,,,,,,,,,Positive,Relief
1.38427E+18,1.38401E+18,2021-04-20 04:07:22 IST,20-04-2021,04:07:22,530,1657077212,dashyszn,Brandon,,@BenJNissim appreciate it Wen !!,en,[],[],[],0,2,50,[],[],https://twitter.com/DashySZN/status/1384274954556899330,FALSE,,0,,,,,,,,"[{'screen_name': 'BenJNissim', 'name': 'Ben N', 'id': '6746532'}]",,,,,,,,,,,,,,Positive,Relief
1.38426E+18,1.38425E+18,2021-04-20 03:15:57 IST,20-04-2021,03:15:57,530,1657077212,dashyszn,Brandon,,@PRPLXD my g 🙏🏽appreciate it,en,[],[],[],0,1,4,[],[],https://twitter.com/DashySZN/status/1384262013426143235,FALSE,,0,,,,,,,,"[{'screen_name': 'PRPLXD', 'name': 'EMVPBiid', 'id': '286871709'}]",,,,,,,,,,,,,,Positive,Relief
1.38425E+18,1.3842E+18,2021-04-20 02:25:20 IST,20-04-2021,02:25:20,530,1657077212,dashyszn,Brandon,,@Animal_Valorant appreciate it brotha 🙏🏽,en,[],[],[],0,1,6,[],[],https://twitter.com/DashySZN/status/1384249277317218305,FALSE,,0,,,,,,,,"[{'screen_name': 'Animal_Valorant', 'name': 'Chris', 'id': '1643910006'}]",,,,,,,,,,,,,,Positive,Relief
1.38425E+18,1.38421E+18,2021-04-20 02:24:47 IST,20-04-2021,02:24:47,530,1657077212,dashyszn,Brandon,,@allysav thank you allysa appreciate it !! :),en,[],[],[],3,2,40,[],[],https://twitter.com/DashySZN/status/1384249139005849612,FALSE,,0,,,,,,,,"[{'screen_name': 'allysav', 'name': '𝓪𝓵𝓵𝔂𝓼𝓪', 'id': '358345667'}]",,,,,,,,,,,,,,Positive,Relief
1.38425E+18,1.38421E+18,2021-04-20 02:23:55 IST,20-04-2021,02:23:55,530,1657077212,dashyszn,Brandon,,@TTinyy_ what a strat.. my guy appreciate it !!,en,[],[],[],0,1,28,[],[],https://twitter.com/DashySZN/status/1384248919878619143,FALSE,,0,,,,,,,,"[{'screen_name': 'TTinyy_', 'name': 'Devoo', 'id': '781091718'}]",,,,,,,,,,,,,,Positive,Relief
1.38425E+18,1.38422E+18,2021-04-20 02:22:00 IST,20-04-2021,02:22:00,530,1657077212,dashyszn,Brandon,,@Bamzeuss Thank you my bro !!,en,[],[],[],0,1,7,[],[],https://twitter.com/DashySZN/status/1384248439974686725,FALSE,,0,,,,,,,,"[{'screen_name': 'Bamzeuss', 'name': 'Leroy', 'id': '922197042'}]",,,,,,,,,,,,,,Positive,Relief
1.38425E+18,1.38425E+18,2021-04-20 02:20:34 IST,20-04-2021,02:20:34,530,1657077212,dashyszn,Brandon,,@BrianSaintt appreciate it brotha Brian 🙏🏽,en,[],[],[],0,1,27,[],[],https://twitter.com/DashySZN/status/1384248076886417409,FALSE,,0,,,,,,,,"[{'screen_name': 'BrianSaintt', 'name': 'Røkkr Saintt', 'id': '137513452'}]",,,,,,,,,,,,,,Positive,Relief
1.38425E+18,1.38401E+18,2021-04-20 02:16:37 IST,20-04-2021,02:16:37,530,1657077212,dashyszn,Brandon,,@Ricky My guy Rick!! Ty brotha 🙏🏽,en,[],[],[],0,2,33,[],[],https://twitter.com/DashySZN/status/1384247083838808069,FALSE,,0,,,,,,,,"[{'screen_name': 'Ricky', 'name': 'Ricky Stacy', 'id': '304124717'}]",,,,,,,,,,,,,,Positive,Relief
1.38425E+18,1.38425E+18,2021-04-20 02:16:23 IST,20-04-2021,02:16:23,530,1657077212,dashyszn,Brandon,,@Decemate that’s the best shit... appreciate it brother,en,[],[],[],0,1,48,[],[],https://twitter.com/DashySZN/status/1384247026536239109,FALSE,,0,,,,,,,,"[{'screen_name': 'Decemate', 'name': 'Homelander ☔️', 'id': '598230672'}]",,,,,,,,,,,,,,Positive,Relief
1.38421E+18,1.38421E+18,2021-04-20 00:06:46 IST,20-04-2021,00:06:46,530,1657077212,dashyszn,Brandon,,@FormaL My bro 🖤 appreciate you legend for real,en,[],[],[],8,9,1894,[],[],https://twitter.com/DashySZN/status/1384214404057636870,FALSE,,0,,,,,,,,"[{'screen_name': 'FormaL', 'name': 'OpTic FormaL', 'id': '249524030'}]",,,,,,,,,,,,,,Positive,Excitement
1.3842E+18,1.3842E+18,2021-04-19 23:21:23 IST,19-04-2021,23:21:23,530,1657077212,dashyszn,Brandon,,@SpinnaSpence ayeee my guy Spence!! we gotta hit the rink soon,en,[],[],[],1,1,25,[],[],https://twitter.com/DashySZN/status/1384202983982833669,FALSE,,0,,,,,,,,"[{'screen_name': 'SpinnaSpence', 'name': 'Spencer Peterson', 'id': '54713657'}]",,,,,,,,,,,,,,Positive,Excitement
1.3842E+18,1.3842E+18,2021-04-19 23:20:18 IST,19-04-2021,23:20:18,530,1657077212,dashyszn,Brandon,,@OMGLove he should lowkey drop it tonight ... appreciate it kiran!! 🖤,en,[],[],[],0,2,27,[],[],https://twitter.com/DashySZN/status/1384202713408278540,FALSE,,0,,,,,,,,"[{'screen_name': 'OMGLove', 'name': 'Kiran', 'id': '37532342'}]",,,,,,,,,,,,,,Positive,Relief
1.3842E+18,1.3842E+18,2021-04-19 23:16:16 IST,19-04-2021,23:16:16,530,1657077212,dashyszn,Brandon,,@majormaniak thank you my bro 🙏🏽🐐,en,[],[],[],2,1,76,[],[],https://twitter.com/DashySZN/status/1384201699011678208,FALSE,,0,,,,,,,,"[{'screen_name': 'majormaniak', 'name': 'mike', 'id': '1596940411'}]",,,,,,,,,,,,,,Positive,Relief
1.3842E+18,1.3842E+18,2021-04-19 23:16:04 IST,19-04-2021,23:16:04,530,1657077212,dashyszn,Brandon,,@iLLeYYY appreciate you my brother 🖤🐉,en,[],[],[],0,1,137,[],[],https://twitter.com/DashySZN/status/1384201648675778561,FALSE,,0,,,,,,,,"[{'screen_name': 'iLLeYYY', 'name': 'Empire iLLeY', 'id': '540448059'}]",,,,,,,,,,,,,,Positive,Relief
1.3842E+18,1.38401E+18,2021-04-19 22:57:26 IST,19-04-2021,22:57:26,530,1657077212,dashyszn,Brandon,,@Bance benjamin fkn bance.. thank you goat 🐐🙏🏽,en,[],[],[],0,2,102,[],[],https://twitter.com/DashySZN/status/1384196957610995716,FALSE,,0,,,,,,,,"[{'screen_name': 'Bance', 'name': 'Ultra Bance', 'id': '2273422840'}]",,,,,,,,,,,,,,Positive,Relief
1.3842E+18,1.38401E+18,2021-04-19 22:55:48 IST,19-04-2021,22:55:48,530,1657077212,dashyszn,Brandon,,@Censor my bro appreciate it Doug 🐐🙏🏽,en,[],[],[],0,2,81,[],[],https://twitter.com/DashySZN/status/1384196544987947011,FALSE,,0,,,,,,,,"[{'screen_name': 'Censor', 'name': 'Censor', 'id': '258022594'}]",,,,,,,,,,,,,,Positive,Relief
1.3842E+18,1.38419E+18,2021-04-19 22:54:42 IST,19-04-2021,22:54:42,530,1657077212,dashyszn,Brandon,,@OctaneSam ayeee appreciate it larew!! 🙏🏽,en,[],[],[],1,2,286,[],[],https://twitter.com/DashySZN/status/1384196271561342979,FALSE,,0,,,,,,,,"[{'screen_name': 'OctaneSam', 'name': 'Sam Larew', 'id': '1861916071'}]",,,,,,,,,,,,,,Positive,Relief
1.3842E+18,1.38418E+18,2021-04-19 22:54:08 IST,19-04-2021,22:54:08,530,1657077212,dashyszn,Brandon,,@GODRX good looks goat!! 🙏🏽,en,[],[],[],0,1,38,[],[],https://twitter.com/DashySZN/status/1384196126467788804,FALSE,,0,,,,,,,,"[{'screen_name': 'GODRX', 'name': 'BBG Adam', 'id': '770992993'}]",,,,,,,,,,,,,,Positive,Relief
1.3842E+18,1.38418E+18,2021-04-19 22:53:48 IST,19-04-2021,22:53:48,530,1657077212,dashyszn,Brandon,,@BoZe My guy.. appreciate you money b 🙏🏽,en,[],[],[],1,1,116,[],[],https://twitter.com/DashySZN/status/1384196042594209795,FALSE,,0,,,,,,,,"[{'screen_name': 'BoZe', 'name': 'OpTic MBoZe', 'id': '267740145'}]",,,,,,,,,,,,,,Positive,Relief
1.3842E+18,1.38415E+18,2021-04-19 22:53:00 IST,19-04-2021,22:53:00,530,1657077212,dashyszn,Brandon,,@Maux happy birthday to us my brotha 🙏🏽🥂,en,[],[],[],0,1,38,[],[],https://twitter.com/DashySZN/status/1384195842047762435,FALSE,,0,,,,,,,,"[{'screen_name': 'Maux', 'name': 'chance', 'id': '1679964324'}]",,,,,,,,,,,,,,Positive,Excitement
1.3842E+18,1.38401E+18,2021-04-19 22:52:34 IST,19-04-2021,22:52:34,530,1657077212,dashyszn,Brandon,,@JPKrez Thank you analytical goat 🙏🏽,en,[],[],[],0,2,24,[],[],https://twitter.com/DashySZN/status/1384195733524385798,FALSE,,0,,,,,,,,"[{'screen_name': 'JPKrez', 'name': 'JP', 'id': '343479206'}]",,,,,,,,,,,,,,Positive,Relief
1.3842E+18,1.38401E+18,2021-04-19 22:51:32 IST,19-04-2021,22:51:32,530,1657077212,dashyszn,Brandon,,"@ramboray thank you ray, Leafs nation tho !!",en,[],[],[],0,2,50,[],[],https://twitter.com/DashySZN/status/1384195473716629514,FALSE,,0,,,,,,,,"[{'screen_name': 'ramboray', 'name': 'Ray', 'id': '38070776'}]",,,,,,,,,,,,,,Positive,Relief
1.3842E+18,1.38401E+18,2021-04-19 22:49:51 IST,19-04-2021,22:49:51,530,1657077212,dashyszn,Brandon,,@TylerTeeP appreciate you T miss ya bro !!,en,[],[],[],0,2,124,[],[],https://twitter.com/DashySZN/status/1384195049198555139,FALSE,,0,,,,,,,,"[{'screen_name': 'TylerTeeP', 'name': 'TeeP', 'id': '222221274'}]",,,,,,,,,,,,,,Positive,Hope
1.38419E+18,1.38413E+18,2021-04-19 22:49:15 IST,19-04-2021,22:49:15,530,1657077212,dashyszn,Brandon,,@Blazt my brother... appreciate you 🖤,en,[],[],[],0,1,61,[],[],https://twitter.com/DashySZN/status/1384194899231137797,FALSE,,0,,,,,,,,"[{'screen_name': 'Blazt', 'name': 'rasim', 'id': '1524109363'}]",,,,,,,,,,,,,,Positive,Relief
1.38406E+18,1.38406E+18,2021-04-19 14:07:05 IST,19-04-2021,14:07:05,530,1657077212,dashyszn,Brandon,,@NmtNiko thank you brotha 🖤🙏🏽,en,[],[],[],0,1,33,[],[],https://twitter.com/DashySZN/status/1384063492051722244,FALSE,,0,,,,,,,,"[{'screen_name': 'NmtNiko', 'name': 'BabeyyyBlueee', 'id': '1103929485697536000'}]",,,,,,,,,,,,,,Positive,Relief
1.38406E+18,1.38401E+18,2021-04-19 13:51:17 IST,19-04-2021,13:51:17,530,1657077212,dashyszn,Brandon,,@CrypticNoHoes really hoping she sees this for real 🤞🏽,en,[],[],[],0,2,101,[],[],https://twitter.com/DashySZN/status/1384059515725697026,FALSE,,0,,,,,,,,"[{'screen_name': 'CrypticNoHoes', 'name': 'cryptic incognito', 'id': '1357094550033039361'}]",,,,,,,,,,,,,,Positive,Hope
1.38406E+18,1.38401E+18,2021-04-19 13:48:06 IST,19-04-2021,13:48:06,530,1657077212,dashyszn,Brandon,,@HamzaFrosty next up appreciate it bro 🙏🏽,en,[],[],[],0,2,31,[],[],https://twitter.com/DashySZN/status/1384058714768900102,FALSE,,0,,,,,,,,"[{'screen_name': 'HamzaFrosty', 'name': 'NYSL Hamza', 'id': '1029872987720183808'}]",,,,,,,,,,,,,,Positive,Relief
1.38406E+18,1.38401E+18,2021-04-19 13:47:42 IST,19-04-2021,13:47:42,530,1657077212,dashyszn,Brandon,,@ItsLauraBearr appreciate it Laura :) 🙏🏽,it,[],[],[],0,1,14,[],[],https://twitter.com/DashySZN/status/1384058614164328453,FALSE,,0,,,,,,,,"[{'screen_name': 'ItsLauraBearr', 'name': 'Laura ʕ•ᴥ•ʔ', 'id': '547216527'}]",,,,,,,,,,,,,,Positive,Relief
1.38406E+18,1.38401E+18,2021-04-19 13:47:09 IST,19-04-2021,13:47:09,530,1657077212,dashyszn,Brandon,,@SirScrappy_ my guy scrap!! 😎,en,[],[],[],0,1,11,[],[],https://twitter.com/DashySZN/status/1384058472690446340,FALSE,,0,,,,,,,,"[{'screen_name': 'SirScrappy_', 'name': 'Scrap', 'id': '3112458273'}]",,,,,,,,,,,,,,Positive,Excitement
1.38406E+18,1.38401E+18,2021-04-19 13:45:06 IST,19-04-2021,13:45:06,530,1657077212,dashyszn,Brandon,,@Bloomyxo appreciate it !! :),en,[],[],[],4,1,50,[],[],https://twitter.com/DashySZN/status/1384057960196820999,FALSE,,0,,,,,,,,"[{'screen_name': 'Bloomyxo', 'name': 'BLOOMY', 'id': '1184589710443696128'}]",,,,,,,,,,,,,,Positive,Excitement
1.38406E+18,1.38401E+18,2021-04-19 13:44:01 IST,19-04-2021,13:44:01,530,1657077212,dashyszn,Brandon,,@Semtexable appreciate you my guy,en,[],[],[],1,1,23,[],[],https://twitter.com/DashySZN/status/1384057686417833984,FALSE,,0,,,,,,,,"[{'screen_name': 'Semtexable', 'name': 'NYSL Sem | Hunter', 'id': '783577231'}]",,,,,,,,,,,,,,Positive,Relief
1.38406E+18,1.38401E+18,2021-04-19 13:43:16 IST,19-04-2021,13:43:16,530,1657077212,dashyszn,Brandon,,@Jukeyz thank you goat 🙏🏽,en,[],[],[],0,3,42,[],[],https://twitter.com/DashySZN/status/1384057498362015748,FALSE,,0,,,,,,,,"[{'screen_name': 'Jukeyz', 'name': 'Li', 'id': '842865091993354240'}]",,,,,,,,,,,,,,Positive,Relief
1.38406E+18,1.38401E+18,2021-04-19 13:40:54 IST,19-04-2021,13:40:54,530,1657077212,dashyszn,Brandon,,@YenSauce appreciate it jen!!,en,[],[],[],0,1,26,[],[],https://twitter.com/DashySZN/status/1384056901361487876,FALSE,,0,,,,,,,,"[{'screen_name': 'YenSauce', 'name': 'Jen', 'id': '855777121'}]",,,,,,,,,,,,,,Positive,Relief
1.38405E+18,1.38401E+18,2021-04-19 13:04:11 IST,19-04-2021,13:04:11,530,1657077212,dashyszn,Brandon,,@catlyncrespo thanks cate!!,en,[],[],[],0,1,28,[],[],https://twitter.com/DashySZN/status/1384047659665694720,FALSE,,0,,,,,,,,"[{'screen_name': 'catlyncrespo', 'name': 'cate 🦋', 'id': '1908978840'}]",,,,,,,,,,,,,,Positive,Relief
1.38405E+18,1.38401E+18,2021-04-19 13:00:22 IST,19-04-2021,13:00:22,530,1657077212,dashyszn,Brandon,,@Volants thank you brotha vo,en,[],[],[],0,1,7,[],[],https://twitter.com/DashySZN/status/1384046700935802882,FALSE,,0,,,,,,,,"[{'screen_name': 'Volants', 'name': 'vo', 'id': '2736904544'}]",,,,,,,,,,,,,,Positive,Relief
1.38405E+18,1.38401E+18,2021-04-19 12:59:52 IST,19-04-2021,12:59:52,530,1657077212,dashyszn,Brandon,,@Staaandy thank you bro 🙏🏽,en,[],[],[],0,2,103,[],[],https://twitter.com/DashySZN/status/1384046573668102147,FALSE,,0,,,,,,,,"[{'screen_name': 'Staaandy', 'name': 'Standy', 'id': '911683196416339968'}]",,,,,,,,,,,,,,Positive,Relief
1.38405E+18,1.38401E+18,2021-04-19 12:59:24 IST,19-04-2021,12:59:24,530,1657077212,dashyszn,Brandon,,@Jagg3rKNoT ty brotha 🙏🏽,en,[],[],[],0,1,12,[],[],https://twitter.com/DashySZN/status/1384046457058037763,FALSE,,0,,,,,,,,"[{'screen_name': 'Jagg3rKNoT', 'name': 'Jag', 'id': '3157068775'}]",,,,,,,,,,,,,,Positive,Relief
1.38404E+18,1.38401E+18,2021-04-19 12:52:23 IST,19-04-2021,12:52:23,530,1657077212,dashyszn,Brandon,,@ZooMaa My guy... keep killing it bro 🤝🐐,en,[],[],[],1,2,334,[],[],https://twitter.com/DashySZN/status/1384044691432247303,FALSE,,0,,,,,,,,"[{'screen_name': 'ZooMaa', 'name': 'NYSL ZooMaa', 'id': '420606751'}]",,,,,,,,,,,,,,Positive,Excitement
1.38404E+18,1.38401E+18,2021-04-19 12:50:31 IST,19-04-2021,12:50:31,530,1657077212,dashyszn,Brandon,,@Jeeiro appreciate it brotha 😎,en,[],[],[],0,1,17,[],[],https://twitter.com/DashySZN/status/1384044223129808905,FALSE,,0,,,,,,,,"[{'screen_name': 'Jeeiro', 'name': 'Cruce', 'id': '1269706212851023873'}]",,,,,,,,,,,,,,Positive,Excitement
1.38404E+18,1.38401E+18,2021-04-19 12:37:42 IST,19-04-2021,12:37:42,530,1657077212,dashyszn,Brandon,,@demisxxual thank you demi !!,en,[],[],[],4,2,69,[],[],https://twitter.com/DashySZN/status/1384040998259486725,FALSE,,0,,,,,,,,"[{'screen_name': 'demisxxual', 'name': 'siomani', 'id': '1400544530'}]",,,,,,,,,,,,,,Positive,Relief
