id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Sentiments,Emotions,,,
8.31583E+17,8.31583E+17,2017-02-15 00:45:06 IST,15-02-2017,00:45:06,530,2253557707,newshedge,NewsHedge,,$HE halted on News,en,[],[],[],0,0,0,[],['he'],https://twitter.com/NewsHedge/status/831582557695311873,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic,,,
8.31254E+17,8.31254E+17,2017-02-14 03:00:08 IST,14-02-2017,03:00:08,530,2253557707,newshedge,NewsHedge,,"I voted NewsHedge for Best Analysis Platform, Tool, or App. Cast your vote for the #BZAwards today!  https://t.co/8VSoUREiEv via @BZAwards",en,"[{'screen_name': 'bzawards', 'name': 'bz fintech awards', 'id': '2840319232'}]",['http://benzingafintechawards.com/vote-2017/newshedge/'],[],0,0,0,['bzawards'],[],https://twitter.com/NewsHedge/status/831254151388598272,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.90928E+17,7.90928E+17,2016-10-25 20:20:15 IST,25-10-2016,20:20:15,530,2253557707,newshedge,NewsHedge,,What do #Chatbots and #Trading #Equities have in common? Check out our interview with #accern.  https://t.co/GyTK45nrWY,en,[],['http://stocktwits.com/NewsHedge/message/65455976'],[],0,2,0,"['chatbots', 'trading', 'equities', 'accern']",[],https://twitter.com/NewsHedge/status/790928463523880961,FALSE,,0,,,,,,,,[],,,,,Positive,Optimism,,,
7.90637E+17,7.90637E+17,2016-10-25 01:03:34 IST,25-10-2016,01:03:34,530,2253557707,newshedge,NewsHedge,,Check out the #NewsHedge interview with #Accern about #Trading #BreakingNews  https://t.co/cdyliEh7iX,en,[],['https://twitter.com/AccernCorp/status/790627742182244352'],[],0,2,3,"['newshedge', 'accern', 'trading', 'breakingnews']",[],https://twitter.com/NewsHedge/status/790637376754241537,FALSE,https://twitter.com/AccernCorp/status/790627742182244352,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.86627E+17,7.86627E+17,2016-10-13 23:27:09 IST,13-10-2016,23:27:09,530,2253557707,newshedge,NewsHedge,,$MENT spiking higher.,en,[],[],[],0,0,1,[],['ment'],https://twitter.com/NewsHedge/status/786626845256982529,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.85923E+17,7.85923E+17,2016-10-12 00:51:46 IST,12-10-2016,00:51:46,530,2253557707,newshedge,NewsHedge,,$LPLA trading Halted.,da,[],[],[],0,0,0,[],['lpla'],https://twitter.com/NewsHedge/status/785923365332783104,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic,,,
7.85923E+17,7.85923E+17,2016-10-12 00:51:38 IST,12-10-2016,00:51:38,530,2253557707,newshedge,NewsHedge,,$LPLA spiked higher on heavy trading volume.,en,[],[],[],0,0,0,[],['lpla'],https://twitter.com/NewsHedge/status/785923329366560770,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.85878E+17,7.85878E+17,2016-10-11 21:51:42 IST,11-10-2016,21:51:42,530,2253557707,newshedge,NewsHedge,,$LXK spiked lower on very heavy trading volume,en,[],[],[],0,0,0,[],['lxk'],https://twitter.com/NewsHedge/status/785878047912259588,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.85877E+17,7.85877E+17,2016-10-11 21:48:03 IST,11-10-2016,21:48:03,530,2253557707,newshedge,NewsHedge,,$ATVI spiked lower on very heavy trading volume.,en,[],[],[],1,0,0,[],['atvi'],https://twitter.com/NewsHedge/status/785877132518027264,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.85866E+17,7.85866E+17,2016-10-11 21:03:53 IST,11-10-2016,21:03:53,530,2253557707,newshedge,NewsHedge,,$BSPM spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['bspm'],https://twitter.com/NewsHedge/status/785866015850782721,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.85856E+17,7.85856E+17,2016-10-11 20:22:47 IST,11-10-2016,20:22:47,530,2253557707,newshedge,NewsHedge,,$CARA spiked lower on very heavy trading volume.,en,[],[],[],0,0,0,[],['cara'],https://twitter.com/NewsHedge/status/785855672680345601,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.83395E+17,7.83395E+17,2016-10-05 01:25:40 IST,05-10-2016,01:25:40,530,2253557707,newshedge,NewsHedge,,$TMH spiked higher on medium trading volume.,en,[],[],[],0,0,0,[],['tmh'],https://twitter.com/NewsHedge/status/783395179210342400,FALSE,,0,,,,,,,,[],,,,,Neutral,Excitement,,,
7.81931E+17,7.81931E+17,2016-10-01 00:27:38 IST,01-10-2016,00:27:38,530,2253557707,newshedge,NewsHedge,,$RESI trading Halted on News.,en,[],[],[],0,0,0,[],['resi'],https://twitter.com/NewsHedge/status/781931023718293504,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic,,,
7.81573E+17,7.81573E+17,2016-09-30 00:46:50 IST,30-09-2016,00:46:50,530,2253557707,newshedge,NewsHedge,,$MHGC Boom! Looks interesting.,en,[],[],[],0,0,0,[],['mhgc'],https://twitter.com/NewsHedge/status/781573467250524160,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.81516E+17,7.81516E+17,2016-09-29 20:59:01 IST,29-09-2016,20:59:01,530,2253557707,newshedge,NewsHedge,,$RH spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['rh'],https://twitter.com/NewsHedge/status/781516137284665344,FALSE,,0,,,,,,,,[],,,,,Positive,Relief,,,
7.81165E+17,7.81165E+17,2016-09-28 21:44:28 IST,28-09-2016,21:44:28,530,2253557707,newshedge,NewsHedge,,$OZM spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['ozm'],https://twitter.com/NewsHedge/status/781165188296892416,FALSE,,0,,,,,,,,[],,,,,Positive,Relief,,,
7.81158E+17,7.81158E+17,2016-09-28 21:16:57 IST,28-09-2016,21:16:57,530,2253557707,newshedge,NewsHedge,,$IMPV breaking to the upside.,en,[],[],[],0,0,0,[],['impv'],https://twitter.com/NewsHedge/status/781158261466734597,FALSE,,0,,,,,,,,[],,,,,Neutral,Excitement,,,
7.81157E+17,7.81157E+17,2016-09-28 21:10:02 IST,28-09-2016,21:10:02,530,2253557707,newshedge,NewsHedge,,$EXEL now breaking $14 on the downside.,en,[],[],[],0,0,0,[],['exel'],https://twitter.com/NewsHedge/status/781156520394448896,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.81151E+17,7.81151E+17,2016-09-28 20:47:11 IST,28-09-2016,20:47:11,530,2253557707,newshedge,NewsHedge,,$VIAB and $CBS spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],"['viab', 'cbs']",https://twitter.com/NewsHedge/status/781150770716676096,FALSE,,0,,,,,,,,[],,,,,Neutral,Excitement,,,
7.80464E+17,7.80464E+17,2016-09-26 23:19:11 IST,26-09-2016,23:19:11,530,2253557707,newshedge,NewsHedge,,$TWTR spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['twtr'],https://twitter.com/NewsHedge/status/780464248262647808,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.79346E+17,7.79346E+17,2016-09-23 21:15:58 IST,23-09-2016,21:15:58,530,2253557707,newshedge,NewsHedge,,$ACHN trading Halted on pending News,en,[],[],[],0,0,0,[],['achn'],https://twitter.com/NewsHedge/status/779346074855051264,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic,,,
7.7899E+17,7.7899E+17,2016-09-22 21:40:28 IST,22-09-2016,21:40:28,530,2253557707,newshedge,NewsHedge,,"$AXON trading Halted on ""pause"".",en,[],[],[],0,0,0,[],['axon'],https://twitter.com/NewsHedge/status/778989851945291777,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic,,,
7.7899E+17,7.7899E+17,2016-09-22 21:40:16 IST,22-09-2016,21:40:16,530,2253557707,newshedge,NewsHedge,,$AXON spiked lower on medium trading volume.,en,[],[],[],0,0,1,[],['axon'],https://twitter.com/NewsHedge/status/778989801726849026,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.78967E+17,7.78967E+17,2016-09-22 20:08:55 IST,22-09-2016,20:08:55,530,2253557707,newshedge,NewsHedge,,$FB spiked lower on heavy trading volume. Looks active.,en,[],[],[],0,0,0,[],['fb'],https://twitter.com/NewsHedge/status/778966815535792128,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.78306E+17,7.78306E+17,2016-09-21 00:24:31 IST,21-09-2016,00:24:31,530,2253557707,newshedge,NewsHedge,,$CLVS spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['clvs'],https://twitter.com/NewsHedge/status/778306361012527104,FALSE,,0,,,,,,,,[],,,,,Neutral,Excitement,,,
7.77868E+17,7.77868E+17,2016-09-19 19:21:35 IST,19-09-2016,19:21:35,530,2253557707,newshedge,NewsHedge,,$PTCT and $SRPT spiking higher. $SRPT Halted on Limit.,en,[],[],[],0,0,0,[],"['ptct', 'srpt', 'srpt']",https://twitter.com/NewsHedge/status/777867737674633217,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.76114E+17,7.76114E+17,2016-09-14 23:12:58 IST,14-09-2016,23:12:58,530,2253557707,newshedge,NewsHedge,,$AAPL spiked lower on very heavy trading volume from VZ iPhone sales comments.,en,[],[],[],0,0,1,[],['aapl'],https://twitter.com/NewsHedge/status/776114029538316289,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.74302E+17,7.74302E+17,2016-09-09 23:14:30 IST,09-09-2016,23:14:30,530,2253557707,newshedge,NewsHedge,,$LGIH spiked lower on medium trading volume.,en,[],[],[],0,0,0,[],['lgih'],https://twitter.com/NewsHedge/status/774302473087356928,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.7427E+17,7.7427E+17,2016-09-09 21:07:22 IST,09-09-2016,21:07:22,530,2253557707,newshedge,NewsHedge,,$SWFT spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['swft'],https://twitter.com/NewsHedge/status/774270482409414656,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.71751E+17,7.71751E+17,2016-09-02 22:14:27 IST,02-09-2016,22:14:27,530,2253557707,newshedge,NewsHedge,,$DVAX spiked lower on very heavy trading volume.,en,[],[],[],0,1,2,[],['dvax'],https://twitter.com/NewsHedge/status/771750646898827264,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.71411E+17,7.71411E+17,2016-09-01 23:45:56 IST,01-09-2016,23:45:56,530,2253557707,newshedge,NewsHedge,,$HPE spiked higher on very heavy trading volume.,en,[],[],[],0,0,1,[],['hpe'],https://twitter.com/NewsHedge/status/771411281328807936,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.71054E+17,7.71054E+17,2016-09-01 00:06:23 IST,01-09-2016,00:06:23,530,2253557707,newshedge,NewsHedge,,$GOGO spiked higher on very heavy trading volume.,en,[],[],[],0,0,1,[],['gogo'],https://twitter.com/NewsHedge/status/771054041988108288,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.71025E+17,7.71025E+17,2016-08-31 22:09:23 IST,31-08-2016,22:09:23,530,2253557707,newshedge,NewsHedge,,$ISIL spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['isil'],https://twitter.com/NewsHedge/status/771024598376681472,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.70982E+17,7.70982E+17,2016-08-31 19:20:04 IST,31-08-2016,19:20:04,530,2253557707,newshedge,NewsHedge,,$SPU trading Halted on LIMIT.,en,[],[],[],0,0,0,[],['spu'],https://twitter.com/NewsHedge/status/770981986118737921,FALSE,,0,,,,,,,,[],,,,,Positive,Fear,,,
7.69193E+17,7.69191E+17,2016-08-26 20:51:12 IST,26-08-2016,20:51:12,530,2253557707,newshedge,NewsHedge,,@FredrikoQuanzo Yes. Resumed. Here's the news:  https://t.co/meHxaz9bBQ,en,[],['http://www.streetinsider.com/Corporate+News/Alere+%28ALR%29+Files+Complaint+Against+Abbott+%28ABT%29+Regarding+Merger/11976153.html'],[],1,0,1,[],[],https://twitter.com/NewsHedge/status/769192982646063104,FALSE,,0,,,,,,,,[],,,,,Neutral,Relief,,,
7.69191E+17,7.69191E+17,2016-08-26 20:45:18 IST,26-08-2016,20:45:18,530,2253557707,newshedge,NewsHedge,,$ALR trading Halted on NEWS.,en,[],[],[],1,1,1,[],['alr'],https://twitter.com/NewsHedge/status/769191498835374080,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.66297E+17,7.66297E+17,2016-08-18 21:04:58 IST,18-08-2016,21:04:58,530,2253557707,newshedge,NewsHedge,,$CXW and $GEO falling apart on large volume.,en,[],[],[],0,0,0,[],"['cxw', 'geo']",https://twitter.com/NewsHedge/status/766297344660742146,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic,,,
7.65983E+17,7.65983E+17,2016-08-18 00:15:32 IST,18-08-2016,00:15:32,530,2253557707,newshedge,NewsHedge,,$VIAB spiked higher on very heavy trading volume.,en,[],[],[],0,0,1,[],['viab'],https://twitter.com/NewsHedge/status/765982911623368704,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.65966E+17,7.65966E+17,2016-08-17 23:08:54 IST,17-08-2016,23:08:54,530,2253557707,newshedge,NewsHedge,,$JNJ ripping higher.,en,[],[],[],0,0,0,[],['jnj'],https://twitter.com/NewsHedge/status/765966145723654149,FALSE,,0,,,,,,,,[],,,,,Positive,Relief,,,
7.65198E+17,7.65198E+17,2016-08-15 20:16:52 IST,15-08-2016,20:16:52,530,2253557707,newshedge,NewsHedge,,$TEVA $PRAH and $MNTA all moving.,en,[],[],[],0,0,0,[],"['teva', 'prah', 'mnta']",https://twitter.com/NewsHedge/status/765198074029355008,FALSE,,0,,,,,,,,[],,,,,Positive,Relief,,,
7.6519E+17,7.6519E+17,2016-08-15 19:45:43 IST,15-08-2016,19:45:43,530,2253557707,newshedge,NewsHedge,,$LILAK and $LILA spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],"['lilak', 'lila']",https://twitter.com/NewsHedge/status/765190235810430976,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.58387E+17,7.58387E+17,2016-07-28 01:13:10 IST,28-07-2016,01:13:10,530,2253557707,newshedge,NewsHedge,,$ALR spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['alr'],https://twitter.com/NewsHedge/status/758387274216157184,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.57654E+17,7.57654E+17,2016-07-26 00:40:32 IST,26-07-2016,00:40:32,530,2253557707,newshedge,NewsHedge,,$CVT spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['cvt'],https://twitter.com/NewsHedge/status/757654283906981889,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.57635E+17,7.57635E+17,2016-07-25 23:24:30 IST,25-07-2016,23:24:30,530,2253557707,newshedge,NewsHedge,,$BWLD spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['bwld'],https://twitter.com/NewsHedge/status/757635150431657985,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.56499E+17,7.56159E+17,2016-07-22 20:09:46 IST,22-07-2016,20:09:46,530,2253557707,newshedge,NewsHedge,,"@Unusual_Options Sorry for the delayed response. Yes. Some users had issues yesterday, but running fine today.",en,[],[],[],0,0,1,[],[],https://twitter.com/NewsHedge/status/756498980356313094,FALSE,,0,,,,,,,,"[{'screen_name': 'Unusual_Options', 'name': 'Joe Tape Reader.', 'id': '2846650551'}]",,,,,,,,Neutral,Relief
7.55815E+17,7.55815E+17,2016-07-20 22:50:42 IST,20-07-2016,22:50:42,530,2253557707,newshedge,NewsHedge,,$TAP spiked higher on very heavy trading volume,en,[],[],[],0,0,0,[],['tap'],https://twitter.com/NewsHedge/status/755814705491349504,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.55405E+17,7.55405E+17,2016-07-19 19:43:26 IST,19-07-2016,19:43:26,530,2253557707,newshedge,NewsHedge,,$AET $UNH and others following $HUM and $CI lower.,en,[],[],[],0,0,0,[],"['aet', 'unh', 'hum', 'ci']",https://twitter.com/NewsHedge/status/755405187179622400,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.55405E+17,7.55405E+17,2016-07-19 19:42:11 IST,19-07-2016,19:42:11,530,2253557707,newshedge,NewsHedge,,$HUM and $CI struggling...,en,[],[],[],0,0,1,[],"['hum', 'ci']",https://twitter.com/NewsHedge/status/755404872711753728,FALSE,,0,,,,,,,,[],,,,,Positive,Fear,,,
7.55114E+17,7.55114E+17,2016-07-19 00:26:07 IST,19-07-2016,00:26:07,530,2253557707,newshedge,NewsHedge,,$MON spiked higher on very heavy trading volume. Looks active.,en,[],[],[],0,0,0,[],['mon'],https://twitter.com/NewsHedge/status/755113942809141249,FALSE,,0,,,,,,,,[],,,,,Positive,Relief,,,
7.54035E+17,7.54035E+17,2016-07-16 00:58:34 IST,16-07-2016,00:58:34,530,2253557707,newshedge,NewsHedge,,$VUZI spiked higher on very heavy trading volume.,en,[],[],[],0,0,2,[],['vuzi'],https://twitter.com/NewsHedge/status/754034942347137024,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.54018E+17,7.54018E+17,2016-07-15 23:49:53 IST,15-07-2016,23:49:53,530,2253557707,newshedge,NewsHedge,,$PRGO spiked higher on medium trading volume.,en,[],[],[],0,0,0,[],['prgo'],https://twitter.com/NewsHedge/status/754017660271075328,FALSE,,0,,,,,,,,[],,,,,Positive,Fear,,,
7.53969E+17,7.53969E+17,2016-07-15 20:37:38 IST,15-07-2016,20:37:38,530,2253557707,newshedge,NewsHedge,,$SPU Spiked and now Halted on Limit.,en,[],[],[],0,0,0,[],['spu'],https://twitter.com/NewsHedge/status/753969276684410880,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.50361E+17,7.50361E+17,2016-07-05 21:37:53 IST,05-07-2016,21:37:53,530,2253557707,newshedge,NewsHedge,,$NFLX spiked higher on very heavy trading volume.,en,[],[],[],0,0,0,[],['nflx'],https://twitter.com/NewsHedge/status/750360559413923840,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.50349E+17,7.50349E+17,2016-07-05 20:51:22 IST,05-07-2016,20:51:22,530,2253557707,newshedge,NewsHedge,,$WM BOOM!,de,[],[],[],0,0,0,[],['wm'],https://twitter.com/NewsHedge/status/750348855665827840,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.50343E+17,7.50343E+17,2016-07-05 20:28:13 IST,05-07-2016,20:28:13,530,2253557707,newshedge,NewsHedge,,$NSM dropping too.,en,[],[],[],0,0,0,[],['nsm'],https://twitter.com/NewsHedge/status/750343030419316736,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.50343E+17,7.50343E+17,2016-07-05 20:28:13 IST,05-07-2016,20:28:13,530,2253557707,newshedge,NewsHedge,,$RESI and $ASPS Halted on Limit.,en,[],[],[],0,0,0,[],"['resi', 'asps']",https://twitter.com/NewsHedge/status/750343029425213440,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.50343E+17,7.50343E+17,2016-07-05 20:27:13 IST,05-07-2016,20:27:13,530,2253557707,newshedge,NewsHedge,,$ASPS and $RESI spiked lower.,en,[],[],[],0,0,0,[],"['asps', 'resi']",https://twitter.com/NewsHedge/status/750342775854370816,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.46027E+17,7.46027E+17,2016-06-23 22:36:04 IST,23-06-2016,22:36:04,530,2253557707,newshedge,NewsHedge,,$HUM dropping on large volume...looks ugly.,en,[],[],[],0,0,1,[],['hum'],https://twitter.com/NewsHedge/status/746026550080897024,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.46022E+17,7.46022E+17,2016-06-23 22:18:32 IST,23-06-2016,22:18:32,530,2253557707,newshedge,NewsHedge,,$LUV dropping like a brick...,en,[],[],[],0,0,0,[],['luv'],https://twitter.com/NewsHedge/status/746022135907311617,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic,,,
7.43521E+17,7.43521E+17,2016-06-17 00:39:59 IST,17-06-2016,00:39:59,530,2253557707,newshedge,NewsHedge,,$VIAB small pop...HOD,en,[],[],[],0,0,0,[],['viab'],https://twitter.com/NewsHedge/status/743521019021799424,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.43492E+17,7.43492E+17,2016-06-16 22:45:31 IST,16-06-2016,22:45:31,530,2253557707,newshedge,NewsHedge,,$CI and $ANTM spiking lower.,en,[],[],[],0,0,0,[],"['ci', 'antm']",https://twitter.com/NewsHedge/status/743492210532843521,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.42802E+17,7.42802E+17,2016-06-15 01:01:25 IST,15-06-2016,01:01:25,530,2253557707,newshedge,NewsHedge,,$PRGO spiked higher on very heavy trading volume.,en,[],[],[],0,0,1,[],['prgo'],https://twitter.com/NewsHedge/status/742801635466874880,FALSE,,0,,,,,,,,[],,,,,Positive,Relief,,,
7.4275E+17,7.4275E+17,2016-06-14 21:36:57 IST,14-06-2016,21:36:57,530,2253557707,newshedge,NewsHedge,,$BSPM trading Halted..on LIMIT,en,[],[],[],0,0,0,[],['bspm'],https://twitter.com/NewsHedge/status/742750182035492865,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.41282E+17,7.41282E+17,2016-06-10 20:24:17 IST,10-06-2016,20:24:17,530,2253557707,newshedge,NewsHedge,,$ARMH spiked lower on very heavy trading volume.,en,[],[],[],0,0,0,[],['armh'],https://twitter.com/NewsHedge/status/741282343759974400,FALSE,,0,,,,,,,,[],,,,,Neutral,Fear,,,
7.40634E+17,7.40634E+17,2016-06-09 01:28:21 IST,09-06-2016,01:28:21,530,2253557707,newshedge,NewsHedge,,$AMSG and $EVHC spiked higher on heavy trading volume.,en,[],[],[],0,0,1,[],"['amsg', 'evhc']",https://twitter.com/NewsHedge/status/740634086411108352,FALSE,,0,,,,,,,,[],,,,,Positive,Excitement,,,
7.40611E+17,7.40611E+17,2016-06-08 23:57:06 IST,08-06-2016,23:57:06,530,2253557707,newshedge,NewsHedge,,$GTE trading Halted...on NEWS,en,[],[],[],0,0,0,[],['gte'],https://twitter.com/NewsHedge/status/740611124446429184,FALSE,,0,,,,,,,,[],,,,,Neutral,Panic,,,
