id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,,,Sentiment,Emotions
1.36472E+18,1.36472E+18,2021-02-25 05:15:16 IST,25-02-2021,05:15:16,530,31995251,ma2k,mak,,$KOSS 70% short interest let’s hammer and fly on North 100,en,[],[],[],0,0,1,[],['koss'],https://twitter.com/ma2k/status/1364723099346882560,FALSE,,0,,,,,,,,[],,,,,,,Positive,Excitement
1.36468E+18,1.36468E+18,2021-02-25 02:42:58 IST,25-02-2021,02:42:58,530,31995251,ma2k,mak,,"$AMC back to $15, $GME back to ?",en,[],[],[],0,0,2,[],"['amc', 'gme']",https://twitter.com/ma2k/status/1364684769385152514,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.36468E+18,1.36468E+18,2021-02-25 02:22:49 IST,25-02-2021,02:22:49,530,31995251,ma2k,mak,,$BBBY and $AMC 🔥🔥,en,[],[],[],0,0,1,[],"['bbby', 'amc']",https://twitter.com/ma2k/status/1364679700287741960,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Excitement
1.36456E+18,1.36456E+18,2021-02-24 18:20:37 IST,24-02-2021,18:20:37,530,31995251,ma2k,mak,,"On watch $SNSS, PT $12 news yesterday by Oppenheimer",en,[],[],[],0,0,1,[],['snss'],https://twitter.com/ma2k/status/1364558351267487751,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.36434E+18,1.36434E+18,2021-02-24 04:02:38 IST,24-02-2021,04:02:38,530,31995251,ma2k,mak,,$THCB short float 43% potential big player tomorrow,en,[],[],[],0,1,1,[],['thcb'],https://twitter.com/ma2k/status/1364342429143465987,FALSE,,0,,,,,,,,[],,,,,,,Neutral,
1.36431E+18,1.36431E+18,2021-02-24 02:04:08 IST,24-02-2021,02:04:08,530,31995251,ma2k,mak,,On watch $THCB as $OSK has partnership with them- USPS contract angle,en,[],[],[],0,0,1,[],"['thcb', 'osk']",https://twitter.com/ma2k/status/1364312610850668544,FALSE,,0,,,,,,,,[],,,,,,,Neutral,
1.36419E+18,1.36419E+18,2021-02-23 17:42:24 IST,23-02-2021,17:42:24,530,31995251,ma2k,mak,,Nasty wake up call in morning 😌but showing some recovery,en,[],[],[],0,0,0,[],[],https://twitter.com/ma2k/status/1364186345367822340,FALSE,,0,,,,,,,,[],,,,,,,Positive,Fear
1.36397E+18,1.36397E+18,2021-02-23 03:10:38 IST,23-02-2021,03:10:38,530,31995251,ma2k,mak,,$AMC back to  $10/$15 ? Agree?,en,[],[],[],0,1,15,[],['amc'],https://twitter.com/ma2k/status/1363966958081892360,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.36394E+18,1.36394E+18,2021-02-23 01:28:43 IST,23-02-2021,01:28:43,530,31995251,ma2k,mak,,$AMC squeeze time,en,[],[],[],0,1,4,[],['amc'],https://twitter.com/ma2k/status/1363941309162127362,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Excitement
1.36261E+18,1.36261E+18,2021-02-19 09:37:04 IST,19-02-2021,09:37:04,530,31995251,ma2k,mak,,"Trade with caution guys, don't get carried away with price actions. Patience pays.",en,[],[],[],0,0,0,[],[],https://twitter.com/ma2k/status/1362614654313369601,FALSE,,0,,,,,,,,[],,,,,,,Positive,Optimism
1.36239E+18,1.36239E+18,2021-02-18 18:25:04 IST,18-02-2021,18:25:04,530,31995251,ma2k,mak,,"Buying weed stocks $SNDL, $IGC and $ZYNE; potentially rally again today or tomorrow",en,[],[],[],0,0,3,[],"['sndl', 'igc', 'zyne']",https://twitter.com/ma2k/status/1362385141411282945,FALSE,,0,,,,,,,,[],,,,,,,Positive,Hope
1.36208E+18,1.36208E+18,2021-02-17 21:59:29 IST,17-02-2021,21:59:29,530,31995251,ma2k,mak,,Bought $SNDL,en,[],[],[],0,0,1,[],['sndl'],https://twitter.com/ma2k/status/1362076713526718475,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.36202E+18,1.36202E+18,2021-02-17 17:54:21 IST,17-02-2021,17:54:21,530,31995251,ma2k,mak,,$SESN on buy list,en,[],[],[],0,0,0,[],['sesn'],https://twitter.com/ma2k/status/1362015023393107969,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.36201E+18,1.36201E+18,2021-02-17 17:47:24 IST,17-02-2021,17:47:24,530,31995251,ma2k,mak,,$LODE mining company and lithium battery stake - potential for $25,en,[],[],[],0,0,0,[],['lode'],https://twitter.com/ma2k/status/1362013274527707138,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Optimism
1.36184E+18,1.36184E+18,2021-02-17 06:30:41 IST,17-02-2021,06:30:41,530,31995251,ma2k,mak,,Bought $VUZI on price upgrade to $30,en,[],[],[],0,0,0,[],['vuzi'],https://twitter.com/ma2k/status/1361842973814775809,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.36179E+18,1.36179E+18,2021-02-17 02:53:54 IST,17-02-2021,02:53:54,530,31995251,ma2k,mak,,On watch $ONTX and $DOGZ,nl,[],[],[],0,0,0,[],"['ontx', 'dogz']",https://twitter.com/ma2k/status/1361788417282080774,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.36176E+18,1.36176E+18,2021-02-17 00:49:29 IST,17-02-2021,00:49:29,530,31995251,ma2k,mak,,On watch $SONM bar code similar to $SCKT,en,[],[],[],0,0,0,[],"['sonm', 'sckt']",https://twitter.com/ma2k/status/1361757106504945666,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Excitement
1.36174E+18,1.36174E+18,2021-02-16 23:52:24 IST,16-02-2021,23:52:24,530,31995251,ma2k,mak,,"On watch $SNDL , squeeze time 🔥",en,[],[],[],0,0,4,[],['sndl'],https://twitter.com/ma2k/status/1361742743375118345,FALSE,,0,,,,,,,,[],,,,,,,Positive,Relief
1.36171E+18,1.3617E+18,2021-02-16 21:30:31 IST,16-02-2021,21:30:31,530,31995251,ma2k,mak,,@natepmacho Yes that’s the correction of beating EPS.,en,[],[],[],0,0,1,[],[],https://twitter.com/ma2k/status/1361707037898530816,FALSE,,0,,,,,,,,"[{'screen_name': 'natepmacho', 'name': 'Nate P.', 'id': '3100543700'}]",,,,,,,Neutral,Panic
1.3617E+18,1.3617E+18,2021-02-16 21:12:55 IST,16-02-2021,21:12:55,530,31995251,ma2k,mak,,Buying $PLTR calls; big mess on their ER release,en,[],[],[],1,0,1,[],['pltr'],https://twitter.com/ma2k/status/1361702608042360834,FALSE,,0,,,,,,,,[],,,,,,,Positive,Excitement
1.36167E+18,1.36167E+18,2021-02-16 19:02:40 IST,16-02-2021,19:02:40,530,31995251,ma2k,mak,,"$CVU $8.7 Million purchase order from US Air Force, lets run this baby",en,[],[],[],0,0,0,[],['cvu'],https://twitter.com/ma2k/status/1361669827723743235,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Fear
1.36166E+18,1.36166E+18,2021-02-16 18:41:52 IST,16-02-2021,18:41:52,530,31995251,ma2k,mak,,"On watch $SAVA and $OCGN, both will squeeze and buying $ITRM on dips",en,[],[],[],0,0,2,[],"['sava', 'ocgn', 'itrm']",https://twitter.com/ma2k/status/1361664594834583554,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.36028E+18,1.36028E+18,2021-02-12 22:42:29 IST,12-02-2021,22:42:29,530,31995251,ma2k,mak,,"Bought $PSHG shippers are hot , tiny float and follow $EDRY path",en,[],[],[],0,0,0,[],"['pshg', 'edry']",https://twitter.com/ma2k/status/1360275597335924738,FALSE,,0,,,,,,,,[],,,,,,,Positive,Excitement
1.35997E+18,1.35997E+18,2021-02-12 02:45:52 IST,12-02-2021,02:45:52,530,31995251,ma2k,mak,,$WNW ripping high in after hours,en,[],[],[],0,0,0,[],['wnw'],https://twitter.com/ma2k/status/1359974457453015047,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35994E+18,1.35994E+18,2021-02-12 00:18:51 IST,12-02-2021,00:18:51,530,31995251,ma2k,mak,,$VXRT 13G filing potential upside $10,en,[],[],[],0,0,1,[],['vxrt'],https://twitter.com/ma2k/status/1359937461728739339,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Hope
1.35985E+18,1.35985E+18,2021-02-11 18:39:05 IST,11-02-2021,18:39:05,530,31995251,ma2k,mak,,"$NTN moving , this can go parabolic",en,[],[],[],0,0,1,[],['ntn'],https://twitter.com/ma2k/status/1359851952889344002,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35985E+18,1.35985E+18,2021-02-11 18:37:50 IST,11-02-2021,18:37:50,530,31995251,ma2k,mak,,"On watch $ADIL , swing play over $3",en,[],[],[],0,0,0,[],['adil'],https://twitter.com/ma2k/status/1359851639457386496,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35984E+18,1.35984E+18,2021-02-11 18:10:04 IST,11-02-2021,18:10:04,530,31995251,ma2k,mak,,"Watch $SAVA today will gap up on $ACIU news , last week was $100 and now $50, lot of room upside",en,[],[],[],0,0,0,[],"['sava', 'aciu']",https://twitter.com/ma2k/status/1359844651474300928,FALSE,,0,,,,,,,,[],,,,,,,Positive,Excitement
1.35984E+18,1.35984E+18,2021-02-11 18:06:57 IST,11-02-2021,18:06:57,530,31995251,ma2k,mak,,$ITRM $5 magnet,sl,[],[],[],0,0,2,[],['itrm'],https://twitter.com/ma2k/status/1359843867944775681,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Panic
1.35961E+18,1.35961E+18,2021-02-11 02:23:01 IST,11-02-2021,02:23:01,530,31995251,ma2k,mak,,Watch $AYRO will rip like $POLA -$25 target,en,[],[],[],0,0,0,[],"['ayro', 'pola']",https://twitter.com/ma2k/status/1359606320463286276,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35959E+18,1.35959E+18,2021-02-11 00:58:35 IST,11-02-2021,00:58:35,530,31995251,ma2k,mak,,Bought $NTN and $DS,en,[],[],[],0,0,0,[],"['ntn', 'ds']",https://twitter.com/ma2k/status/1359585070869282819,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35956E+18,1.35956E+18,2021-02-10 23:35:34 IST,10-02-2021,23:35:34,530,31995251,ma2k,mak,,$GME back to $100?,en,[],[],[],0,0,1,[],['gme'],https://twitter.com/ma2k/status/1359564180446150656,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35956E+18,1.35956E+18,2021-02-10 23:30:06 IST,10-02-2021,23:30:06,530,31995251,ma2k,mak,,$ITRM $3 coming,in,[],[],[],0,1,1,[],['itrm'],https://twitter.com/ma2k/status/1359562803842060288,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Excitement
1.35916E+18,1.35916E+18,2021-02-09 20:59:57 IST,09-02-2021,20:59:57,530,31995251,ma2k,mak,,"On watch $ATNF , will squeeze hard",en,[],[],[],0,0,1,[],['atnf'],https://twitter.com/ma2k/status/1359162627465895940,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Excitement
1.35911E+18,1.35911E+18,2021-02-09 17:45:42 IST,09-02-2021,17:45:42,530,31995251,ma2k,mak,,$AUVI - Schools reopening play under Biden administration,en,[],[],[],0,0,0,[],['auvi'],https://twitter.com/ma2k/status/1359113746191417346,FALSE,,0,,,,,,,,[],,,,,,,Positive,Hope
1.35891E+18,1.35891E+18,2021-02-09 04:33:08 IST,09-02-2021,04:33:08,530,31995251,ma2k,mak,,"$ITRM 13g/a by RA capital 10.6% added 3.7 Million shares, target nearing $5",en,[],[],[],0,1,2,[],['itrm'],https://twitter.com/ma2k/status/1358914287243247616,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Hope
1.35891E+18,1.35891E+18,2021-02-09 04:14:37 IST,09-02-2021,04:14:37,530,31995251,ma2k,mak,,$ITRM 12% short and positive news can run this baby to $5 soon,en,[],[],[],0,0,0,[],['itrm'],https://twitter.com/ma2k/status/1358909630873796609,FALSE,,0,,,,,,,,[],,,,,,,Positive,Excitement
1.35891E+18,1.35891E+18,2021-02-09 04:13:10 IST,09-02-2021,04:13:10,530,31995251,ma2k,mak,,$ITRM swing play for $5,en,[],[],[],0,0,1,[],['itrm'],https://twitter.com/ma2k/status/1358909265986129920,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35891E+18,1.3588E+18,2021-02-09 04:11:44 IST,09-02-2021,04:11:44,530,31995251,ma2k,mak,,"We achieved $1 on $GHSI, potential gapper tomorrow morning",en,[],[],[],0,1,1,[],['ghsi'],https://twitter.com/ma2k/status/1358908905326333954,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35889E+18,1.35889E+18,2021-02-09 03:08:40 IST,09-02-2021,03:08:40,530,31995251,ma2k,mak,,"$CAPR Oracle partners 9.7% stake, potential runner tomorrow for $10",en,[],[],[],0,1,3,[],['capr'],https://twitter.com/ma2k/status/1358893030925819907,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35889E+18,1.35889E+18,2021-02-09 03:06:00 IST,09-02-2021,03:06:00,530,31995251,ma2k,mak,,Bought $LLIT - crypto play operating in many countries,en,[],[],[],0,0,0,[],['llit'],https://twitter.com/ma2k/status/1358892359212269572,FALSE,,0,,,,,,,,[],,,,,,,Positive,Excitement
1.35887E+18,1.35887E+18,2021-02-09 01:20:56 IST,09-02-2021,01:20:56,530,31995251,ma2k,mak,,"Bought $SNDL and $JAGX, sundial weed play and Jaguar is 13% short so will pop up soon",en,[],[],[],0,0,0,[],"['sndl', 'jagx']",https://twitter.com/ma2k/status/1358865921394290689,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Fear
1.35885E+18,1.35885E+18,2021-02-09 00:16:51 IST,09-02-2021,00:16:51,530,31995251,ma2k,mak,,On watch $YGMZ this stock was $30 plus last week,en,[],[],[],0,0,0,[],['ygmz'],https://twitter.com/ma2k/status/1358849794274447361,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Hope
1.35884E+18,1.35884E+18,2021-02-08 23:27:29 IST,08-02-2021,23:27:29,530,31995251,ma2k,mak,,"Don’t sell OCGN , they will make huge money on partnership with Bharat biotec vaccine - $50 at least in short term and long similar to NVAX, MRNA",en,[],[],[],0,0,0,[],[],https://twitter.com/ma2k/status/1358837369491881990,FALSE,,0,,,,,,,,[],,,,,,,Positive,Optimism
1.35883E+18,1.35883E+18,2021-02-08 23:03:19 IST,08-02-2021,23:03:19,530,31995251,ma2k,mak,,$ZSAN $2 coming ?,en,[],[],[],0,0,1,[],['zsan'],https://twitter.com/ma2k/status/1358831287235141635,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Hope
1.3588E+18,1.3588E+18,2021-02-08 21:14:47 IST,08-02-2021,21:14:47,530,31995251,ma2k,mak,,"$GHSI primed for break out , may see 1.15 soon",en,[],[],[],1,1,0,[],['ghsi'],https://twitter.com/ma2k/status/1358803975139647495,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35877E+18,1.35877E+18,2021-02-08 18:44:41 IST,08-02-2021,18:44:41,530,31995251,ma2k,mak,,On watch $CLSN,nl,[],[],[],0,0,0,[],['clsn'],https://twitter.com/ma2k/status/1358766200948465667,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35876E+18,1.35876E+18,2021-02-08 18:28:31 IST,08-02-2021,18:28:31,530,31995251,ma2k,mak,,Crypto stocks will go nuts on TSLA bought 1.50 billion crypto coins,en,[],[],[],0,0,0,[],[],https://twitter.com/ma2k/status/1358762131513110528,FALSE,,0,,,,,,,,[],,,,,,,Positive,Panic
1.35875E+18,1.35875E+18,2021-02-08 17:44:21 IST,08-02-2021,17:44:21,530,31995251,ma2k,mak,,"$OCGN is a swing play, if phase 3 accepted by US on covaxin this is over $50 stock trade",en,[],[],[],0,1,0,[],['ocgn'],https://twitter.com/ma2k/status/1358751017681231880,FALSE,,0,,,,,,,,[],,,,,,,Positive,Hope
1.35863E+18,1.35863E+18,2021-02-08 09:51:03 IST,08-02-2021,09:51:03,530,31995251,ma2k,mak,,"Tomorrow watchlist $GHSI, $CLOV, $AYRO, $SENS, $MOXC",en,[],[],[],0,0,0,[],"['ghsi', 'clov', 'ayro', 'sens', 'moxc']",https://twitter.com/ma2k/status/1358631905684574215,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35861E+18,1.35861E+18,2021-02-08 08:27:17 IST,08-02-2021,08:27:17,530,31995251,ma2k,mak,,Solid defense by Tampa and of course Brady is sharp shooter 🏈,en,[],[],[],0,0,0,[],[],https://twitter.com/ma2k/status/1358610826903625728,FALSE,,0,,,,,,,,[],,,,,,,Positive,Excitement
1.35861E+18,1.35861E+18,2021-02-08 08:07:20 IST,08-02-2021,08:07:20,530,31995251,ma2k,mak,,"One sided super bowl, Brady is unmatched and at different level",en,[],[],[],0,0,0,[],[],https://twitter.com/ma2k/status/1358605804362993664,FALSE,,0,,,,,,,,[],,,,,,,Positive,Excitement
1.35785E+18,1.35785E+18,2021-02-06 06:08:09 IST,06-02-2021,06:08:09,530,31995251,ma2k,mak,,"Bought $GHSI, Monday we may see $1 again",en,[],[],[],0,0,1,[],['ghsi'],https://twitter.com/ma2k/status/1357851034941616131,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Hope
1.35784E+18,1.35784E+18,2021-02-06 05:31:13 IST,06-02-2021,05:31:13,530,31995251,ma2k,mak,,Editing my earlier tweet; we make @IncredibleTrade room decent profits and per your risk appetite you can also ! I don’t want to put any $.,en,"[{'screen_name': 'incredibletrade', 'name': 'it 🎯', 'id': '47247213'}]",[],[],0,0,0,[],[],https://twitter.com/ma2k/status/1357841744151339008,FALSE,,0,,,,,,,,[],,,,,,,Positive,Optimism
1.35773E+18,1.35773E+18,2021-02-05 22:11:44 IST,05-02-2021,22:11:44,530,31995251,ma2k,mak,,TESLA $870 today?,en,[],[],[],0,0,0,[],[],https://twitter.com/ma2k/status/1357731142154285063,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35773E+18,1.35773E+18,2021-02-05 22:11:20 IST,05-02-2021,22:11:20,530,31995251,ma2k,mak,,Bought $UTSI going over $2.50,en,[],[],[],0,0,1,[],['utsi'],https://twitter.com/ma2k/status/1357731043516776449,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35736E+18,1.35736E+18,2021-02-04 21:50:13 IST,04-02-2021,21:50:13,530,31995251,ma2k,mak,,"Buying $CPHI , probably $1.10 today",en,[],[],[],0,0,0,[],['cphi'],https://twitter.com/ma2k/status/1357363339307986945,FALSE,,0,,,,,,,,[],,,,,,,Neutral,hope
1.3571E+18,1.3571E+18,2021-02-04 04:18:04 IST,04-02-2021,04:18:04,530,31995251,ma2k,mak,,$ATHE and $CNSP buying on SAVA sympathy,en,[],[],[],0,0,0,[],"['athe', 'cnsp']",https://twitter.com/ma2k/status/1357098558709727232,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35704E+18,1.35704E+18,2021-02-04 00:18:19 IST,04-02-2021,00:18:19,530,31995251,ma2k,mak,,On watch $DARE can squeeze again to $3,en,[],[],[],0,0,0,[],['dare'],https://twitter.com/ma2k/status/1357038221813833733,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Fear
1.35704E+18,1.35704E+18,2021-02-04 00:15:40 IST,04-02-2021,00:15:40,530,31995251,ma2k,mak,,"$ATNF squeezing hard, weed angle also",en,[],[],[],0,0,0,[],['atnf'],https://twitter.com/ma2k/status/1357037555804499969,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35701E+18,1.35701E+18,2021-02-03 22:29:49 IST,03-02-2021,22:29:49,530,31995251,ma2k,mak,,"$ONTX - Onconova Therapeutics Shares Spike To Session High, Up 23%, Following European Patent Office Specification For Co.'s 'TREATMENT OF HEMATOLOGICAL CANCER REFRACTORY TO AN ANTI-CANCER AGENT'",en,[],[],[],0,0,0,[],['ontx'],https://twitter.com/ma2k/status/1357010917507158017,FALSE,,0,,,,,,,,[],,,,,,,Positive,Optimism
1.35701E+18,1.35701E+18,2021-02-03 22:26:20 IST,03-02-2021,22:26:20,530,31995251,ma2k,mak,,$ONTX patent news-will see over  $1 soon,en,[],[],[],0,0,0,[],['ontx'],https://twitter.com/ma2k/status/1357010041203744771,FALSE,,0,,,,,,,,[],,,,,,,Positive,Relief
1.357E+18,1.357E+18,2021-02-03 22:05:06 IST,03-02-2021,22:05:06,530,31995251,ma2k,mak,,$ONTX $1 coming,nl,[],[],[],0,0,0,[],['ontx'],https://twitter.com/ma2k/status/1357004696955805697,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35699E+18,1.35699E+18,2021-02-03 20:57:49 IST,03-02-2021,20:57:49,530,31995251,ma2k,mak,,Bought some $MVIS,en,[],[],[],0,0,0,[],['mvis'],https://twitter.com/ma2k/status/1356987764558938115,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35699E+18,1.35699E+18,2021-02-03 20:57:24 IST,03-02-2021,20:57:24,530,31995251,ma2k,mak,,"On watch weed play $SNDL, $ATNF, $APHA",en,[],[],[],0,0,1,[],"['sndl', 'atnf', 'apha']",https://twitter.com/ma2k/status/1356987658673750017,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35699E+18,1.35699E+18,2021-02-03 20:56:42 IST,03-02-2021,20:56:42,530,31995251,ma2k,mak,,Keep on watch $ONTX through vwap,en,[],[],[],0,0,0,[],['ontx'],https://twitter.com/ma2k/status/1356987485092462593,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35676E+18,1.35676E+18,2021-02-03 05:40:10 IST,03-02-2021,05:40:10,530,31995251,ma2k,mak,,"Just checked $SLS is a thin float 14 million, no wonder such spike. Tomorrow will have fun",en,[],[],[],0,1,0,[],['sls'],https://twitter.com/ma2k/status/1356756830404411397,FALSE,,0,,,,,,,,[],,,,,,,Positive,Relief
1.35675E+18,1.35675E+18,2021-02-03 05:31:38 IST,03-02-2021,05:31:38,530,31995251,ma2k,mak,,$SLS ripper after hours will it go $20 tomorrow?,en,[],[],[],0,1,0,[],['sls'],https://twitter.com/ma2k/status/1356754684984381440,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Fear
1.35669E+18,1.35669E+18,2021-02-03 01:19:10 IST,03-02-2021,01:19:10,530,31995251,ma2k,mak,,"Patient with $ONTX , algos will find it and $1 coming",en,[],[],[],0,0,0,[],['ontx'],https://twitter.com/ma2k/status/1356691148996284419,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Hope
1.35659E+18,1.35659E+18,2021-02-02 18:40:21 IST,02-02-2021,18:40:21,530,31995251,ma2k,mak,,$CNSP PT $10,pt,[],[],[],0,0,1,[],['cnsp'],https://twitter.com/ma2k/status/1356590784607358978,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35639E+18,1.35639E+18,2021-02-02 05:06:53 IST,02-02-2021,05:06:53,530,31995251,ma2k,mak,,"Guys watch $ONTX is brewing to go $1 soon, short interest is also high.",en,[],[],[],1,2,8,[],['ontx'],https://twitter.com/ma2k/status/1356386066127872000,FALSE,,0,,,,,,,,[],,,,,,,Positive,Panic
1.35635E+18,1.35635E+18,2021-02-02 02:26:09 IST,02-02-2021,02:26:09,530,31995251,ma2k,mak,,$CRBP will squeeze hard after hours due to large short interest,en,[],[],[],0,0,1,[],['crbp'],https://twitter.com/ma2k/status/1356345616629194756,FALSE,,0,,,,,,,,[],,,,,,,Neutral,Fear
1.35634E+18,1.35634E+18,2021-02-02 02:00:45 IST,02-02-2021,02:00:45,530,31995251,ma2k,mak,,"Bought $XL, news floating short interest is over 50%",en,[],[],[],0,0,1,[],['xl'],https://twitter.com/ma2k/status/1356339226057592833,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
1.35628E+18,1.35628E+18,2021-02-01 22:09:17 IST,01-02-2021,22:09:17,530,31995251,ma2k,mak,,"$AYRO buying , short squeeze candidate can rip high over $8",en,[],[],[],0,0,0,[],['ayro'],https://twitter.com/ma2k/status/1356280974645088257,FALSE,,0,,,,,,,,[],,,,,,,Neutral,NA
